0-2;1-2;2-3;2-4,100->124->9->12,31076865
0-2;1-2;2-3;2-4,100->117->14->15,331696440
0-2;1-2;2-3;2-4,100->122->18->6,893040987
0-2;1-2;2-3;2-4,100->125->6->16,3223987
0-2;1-2;2-3;2-4,100->118->21->10,44524411
0-2;1-2;2-3;2-4,100->121->7->21,8399152
0-2;1-2;2-3;2-4,100->124->15->11,14118021
0-2;1-2;2-3;2-4,100->120->15->16,9927570
0-2;1-2;2-3;2-4,100->123->25->6,693958
0-2;1-2;2-3;2-4,100->120->16->19,1201025
0-2;1-2;2-3;2-4,100->124->13->18,25780580
0-2;1-2;2-3;2-4,100->117->16->23,741532079
0-2;1-2;2-3;2-4,100->126->6->24,1125958
0-2;1-2;2-3;2-4,100->127->11->19,1562863
0-2;1-2;2-3;2-4,100->124->21->12,99095879
0-2;1-2;2-3;2-4,100->118->16->25,1067623
0-2;1-2;2-3;2-4,100->127->8->24,5171758
0-2;1-2;2-3;2-4,100->119->25->15,20901969
0-2;1-2;2-3;2-4,100->126->7->26,5442373
0-2;1-2;2-3;2-4,100->125->16->18,21874924
0-2;1-2;2-3;2-4,100->2->76->85,4585513
0-2;1-2;2-3;2-4,100->118->21->26,53310356
0-2;1-2;2-3;2-4,100->123->21->23,185253044
0-2;1-2;2-3;2-4,100->127->23->17,14868631
0-2;1-2;2-3;2-4,100->117->5->46,115243339
0-2;1-2;2-3;2-4,100->118->38->14,1978411
0-2;1-2;2-3;2-4,100->126->6->40,15089731
0-2;1-2;2-3;2-4,100->121->44->8,6672687
0-2;1-2;2-3;2-4,100->123->40->12,1875990019
0-2;1-2;2-3;2-4,100->118->42->15,6236022
0-2;1-2;2-3;2-4,100->119->5->53,2118511787
0-2;1-2;2-3;2-4,100->121->13->44,1448153
0-2;1-2;2-3;2-4,100->126->14->38,507246
0-2;1-2;2-3;2-4,100->119->7->54,441778176
0-2;1-2;2-3;2-4,100->119->15->48,130016563
0-2;1-2;2-3;2-4,100->127->8->52,14305502
0-2;1-2;2-3;2-4,100->125->49->14,203866
0-2;1-2;2-3;2-4,100->125->51->13,19340351
0-2;1-2;2-3;2-4,100->119->18->53,1128885649
0-2;1-2;2-3;2-4,100->122->16->54,905245919
0-2;1-2;2-3;2-4,100->119->12->63,266548563
0-2;1-2;2-3;2-4,100->126->13->56,622771
0-2;1-2;2-3;2-4,100->124->21->52,7229136
0-2;1-2;2-3;2-4,100->125->23->50,3394425
0-2;1-2;2-3;2-4,100->123->70->9,2087945
0-2;1-2;2-3;2-4,100->118->10->74,2772329
0-2;1-2;2-3;2-4,100->119->70->13,8097203
0-2;1-2;2-3;2-4,100->118->70->17,1943043
0-2;1-2;2-3;2-4,100->117->51->38,119326637
0-2;1-2;2-3;2-4,100->120->51->39,8503406
0-2;1-2;2-3;2-4,100->121->50->42,48578
0-2;1-2;2-3;2-4,100->123->51->40,682193894
0-2;1-2;2-3;2-4,100->117->16->81,18511123
0-2;1-2;2-3;2-4,100->117->62->39,14061683
0-2;1-2;2-3;2-4,100->126->80->16,491600
0-2;1-2;2-3;2-4,100->126->44->54,11437649
0-2;1-2;2-3;2-4,100->126->42->56,162346
0-2;1-2;2-3;2-4,100->121->51->54,577824048
0-2;1-2;2-3;2-4,100->124->93->9,345327
0-2;1-2;2-3;2-4,100->124->22->82,1138288
0-2;1-2;2-3;2-4,100->122->89->18,103594538
0-2;1-2;2-3;2-4,100->123->43->68,3919661
0-2;1-2;2-3;2-4,100->118->61->70,5387124
0-2;1-2;2-3;2-4,100->119->61->75,18165420
0-2;1-2;2-3;2-4,100->118->64->73,5913717
0-2;1-2;2-3;2-4,100->125->82->52,431018
0-2;1-2;2-3;2-4,100->120->67->72,1703515
0-2;1-2;2-3;2-4,100->119->73->70,21342282
0-2;1-2;2-3;2-4,100->122->63->78,50466401
0-2;1-2;2-3;2-4,100->123->79->62,4963736
0-2;1-2;2-3;2-4,100->122->70->73,52447557
0-2;1-2;2-3;2-4,100->125->56->87,1738990
0-2;1-2;2-3;2-4,100->122->64->87,52533924
0-2;1-2;2-3;2-4,100->119->80->77,1000736
0-2;1-2;2-3;2-4,100->124->79->76,1225209
0-2;1-2;2-3;2-4,100->127->79->83,1300123
0-2;1-2;2-3;2-4,100->2->22->10,24196321
0-2;1-2;2-3;2-4,100->3->10->26,80182605
0-2;1-2;2-3;2-4,100->3->19->22,36843325
0-2;1-2;2-3;2-4,100->2->25->18,8508022
0-2;1-2;2-3;2-4,100->3->24->18,238312665
0-2;1-2;2-3;2-4,100->2->44->5,89560923
0-2;1-2;2-3;2-4,100->3->48->5,489556240
0-2;1-2;2-3;2-4,100->3->52->7,61487285
0-2;1-2;2-3;2-4,100->3->19->51,168717842
0-2;1-2;2-3;2-4,100->2->54->23,1260327435
0-2;1-2;2-3;2-4,100->2->17->66,1122889
0-2;1-2;2-3;2-4,100->2->8->78,8047155
0-2;1-2;2-3;2-4,100->3->11->81,25523639
0-2;1-2;2-3;2-4,100->2->53->43,11904468
0-2;1-2;2-3;2-4,100->3->43->62,33193839
0-2;1-2;2-3;2-4,100->3->97->16,2539877
0-2;1-2;2-3;2-4,100->118->5->6,237226260
0-2;1-2;2-3;2-4,100->117->5->9,1695389430
0-2;1-2;2-3;2-4,100->119->9->10,52920952
0-2;1-2;2-3;2-4,100->124->11->5,55982596
0-2;1-2;2-3;2-4,100->121->9->11,5873760
0-2;1-2;2-3;2-4,100->2->81->58,4521179
0-2;1-2;2-3;2-4,100->122->10->11,208181626
0-2;1-2;2-3;2-4,100->118->15->10,88614516
