0-3;1-3;2-3;3-4;3-5,3->120->100->7->8,270231180
0-3;1-3;2-3;3-4;3-5,2->118->100->11->7,110137595
0-3;1-3;2-3;3-4;3-5,2->117->100->7->12,6746754456
0-3;1-3;2-3;3-4;3-5,2->121->100->10->5,306262616
0-3;1-3;2-3;3-4;3-5,3->118->100->7->10,379950557
0-3;1-3;2-3;3-4;3-5,3->117->100->13->6,1117414123
0-3;1-3;2-3;3-4;3-5,3->119->100->8->9,3089702256
0-3;1-3;2-3;3-4;3-5,2->126->100->5->6,151229604
0-3;1-3;2-3;3-4;3-5,2->119->100->13->5,3916829838
0-3;1-3;2-3;3-4;3-5,3->124->100->6->7,29391228
0-3;1-3;2-3;3-4;3-5,2->123->100->10->5,574460834
0-3;1-3;2-3;3-4;3-5,2->124->100->8->6,32484976
0-3;1-3;2-3;3-4;3-5,2->117->100->15->6,1189651396
0-3;1-3;2-3;3-4;3-5,3->126->100->5->6,605666096
0-3;1-3;2-3;3-4;3-5,3->125->100->8->5,5120709500
0-3;1-3;2-3;3-4;3-5,2->123->100->7->9,36085307
0-3;1-3;2-3;3-4;3-5,2->119->100->13->7,264463362
0-3;1-3;2-3;3-4;3-5,3->117->100->6->15,5988359718
0-3;1-3;2-3;3-4;3-5,2->123->100->8->9,122453218
0-3;1-3;2-3;3-4;3-5,3->126->100->5->8,4890177890
0-3;1-3;2-3;3-4;3-5,2->117->100->17->7,318086394
0-3;1-3;2-3;3-4;3-5,2->117->100->7->17,318086394
0-3;1-3;2-3;3-4;3-5,2->126->100->6->9,11632530
0-3;1-3;2-3;3-4;3-5,2->117->100->6->18,2670825606
0-3;1-3;2-3;3-4;3-5,2->122->100->13->6,782472836
0-3;1-3;2-3;3-4;3-5,2->126->100->8->7,67509708
0-3;1-3;2-3;3-4;3-5,3->122->100->13->6,1385695446
0-3;1-3;2-3;3-4;3-5,2->120->100->17->5,142931218
0-3;1-3;2-3;3-4;3-5,2->118->100->9->17,56939831
0-3;1-3;2-3;3-4;3-5,2->117->100->13->15,1964921650
0-3;1-3;2-3;3-4;3-5,3->117->100->9->18,17941659104
0-3;1-3;2-3;3-4;3-5,3->120->100->15->9,196433760
0-3;1-3;2-3;3-4;3-5,2->120->100->12->13,156236042
0-3;1-3;2-3;3-4;3-5,2->117->100->24->5,3612035158
0-3;1-3;2-3;3-4;3-5,3->120->100->7->18,610247029
0-3;1-3;2-3;3-4;3-5,3->122->100->16->7,1460797877
0-3;1-3;2-3;3-4;3-5,3->123->100->6->16,55945663
0-3;1-3;2-3;3-4;3-5,3->117->100->16->13,1039005277
0-3;1-3;2-3;3-4;3-5,3->121->100->15->11,431318587
0-3;1-3;2-3;3-4;3-5,2->117->100->22->9,702379796
0-3;1-3;2-3;3-4;3-5,2->127->100->7->14,9046533
0-3;1-3;2-3;3-4;3-5,3->117->100->17->13,1039005277
0-3;1-3;2-3;3-4;3-5,2->118->100->9->21,148440104
0-3;1-3;2-3;3-4;3-5,3->117->100->13->18,19322667996
0-3;1-3;2-3;3-4;3-5,2->120->100->24->5,96583532
0-3;1-3;2-3;3-4;3-5,2->125->100->12->13,152822176
0-3;1-3;2-3;3-4;3-5,2->125->100->15->10,53563889
0-3;1-3;2-3;3-4;3-5,3->120->100->7->23,642689772
0-3;1-3;2-3;3-4;3-5,3->121->100->22->7,123301801
0-3;1-3;2-3;3-4;3-5,2->119->100->15->18,8923525802
0-3;1-3;2-3;3-4;3-5,2->125->100->14->13,12333526
0-3;1-3;2-3;3-4;3-5,2->126->100->8->18,559108515
0-3;1-3;2-3;3-4;3-5,2->124->100->16->12,78490350
0-3;1-3;2-3;3-4;3-5,2->120->100->14->18,74830080
0-3;1-3;2-3;3-4;3-5,3->119->100->22->10,1518530449
0-3;1-3;2-3;3-4;3-5,2->118->100->23->11,956798765
0-3;1-3;2-3;3-4;3-5,2->126->100->14->13,12935928
0-3;1-3;2-3;3-4;3-5,3->127->100->16->10,29757553
0-3;1-3;2-3;3-4;3-5,2->124->100->13->17,9538570
0-3;1-3;2-3;3-4;3-5,3->118->100->22->13,576133866
0-3;1-3;2-3;3-4;3-5,2->118->100->15->22,560802477
0-3;1-3;2-3;3-4;3-5,2->126->100->7->22,29840306
0-3;1-3;2-3;3-4;3-5,3->125->100->13->16,34374316
0-3;1-3;2-3;3-4;3-5,2->126->100->6->23,57586824
0-3;1-3;2-3;3-4;3-5,2->125->100->24->7,5621157
0-3;1-3;2-3;3-4;3-5,3->124->100->24->7,18659423
0-3;1-3;2-3;3-4;3-5,2->125->100->21->10,28054312
0-3;1-3;2-3;3-4;3-5,2->121->100->10->26,20299031
0-3;1-3;2-3;3-4;3-5,3->118->100->17->22,670659594
0-3;1-3;2-3;3-4;3-5,2->127->100->9->22,19853376
0-3;1-3;2-3;3-4;3-5,2->120->100->12->26,268318292
0-3;1-3;2-3;3-4;3-5,3->121->100->22->15,511808045
0-3;1-3;2-3;3-4;3-5,2->126->100->18->16,72611366
0-3;1-3;2-3;3-4;3-5,3->121->100->16->22,74101673
0-3;1-3;2-3;3-4;3-5,2->123->100->15->23,1579548176
0-3;1-3;2-3;3-4;3-5,2->125->100->14->22,18625259
0-3;1-3;2-3;3-4;3-5,3->123->100->15->24,256274473
0-3;1-3;2-3;3-4;3-5,3->127->100->24->15,96162201
0-3;1-3;2-3;3-4;3-5,2->119->100->26->22,391094355
0-3;1-3;2-3;3-4;3-5,2->121->100->40->10,145442276
0-3;1-3;2-3;3-4;3-5,3->117->100->14->40,13592063804
0-3;1-3;2-3;3-4;3-5,2->122->100->38->14,49523950
0-3;1-3;2-3;3-4;3-5,2->127->100->22->26,22589074
0-3;1-3;2-3;3-4;3-5,3->125->100->39->12,409808945
0-3;1-3;2-3;3-4;3-5,2->121->100->49->8,13285968
0-3;1-3;2-3;3-4;3-5,2->125->100->40->24,42779155
0-3;1-3;2-3;3-4;3-5,2->121->100->17->54,79053998
0-3;1-3;2-3;3-4;3-5,2->122->100->38->39,42957374
0-3;1-3;2-3;3-4;3-5,2->127->100->75->48,679422
0-3;1-3;2-3;3-4;3-5,2->123->100->86->78,10732827
0-3;1-3;2-3;3-4;3-5,2->126->100->80->84,836914
0-3;1-3;2-3;3-4;3-5,2->118->100->5->8,8583847812
0-3;1-3;2-3;3-4;3-5,3->117->100->7->6,1267670961
0-3;1-3;2-3;3-4;3-5,2->117->100->10->6,310070713
0-3;1-3;2-3;3-4;3-5,3->120->100->7->5,1107122739
0-3;1-3;2-3;3-4;3-5,2->118->100->7->9,94584747
0-3;1-3;2-3;3-4;3-5,2->121->100->7->6,15417435
