0-1;0-2;0-5;3-5;4-5;5-6,20->1->118->2->100->7,6275222
0-1;0-2;0-5;3-5;4-5;5-6,20->1->119->3->100->5,656254219
0-1;0-2;0-5;3-5;4-5;5-6,23->1->117->2->100->6,2034722123
0-1;0-2;0-5;3-5;4-5;5-6,20->1->117->3->100->10,347541286
0-1;0-2;0-5;3-5;4-5;5-6,23->1->122->2->100->5,3331030259
0-1;0-2;0-5;3-5;4-5;5-6,23->1->119->3->100->7,4295843912
0-1;0-2;0-5;3-5;4-5;5-6,28->1->119->3->100->5,4859292405
0-1;0-2;0-5;3-5;4-5;5-6,23->1->117->2->100->13,2830550079
0-1;0-2;0-5;3-5;4-5;5-6,30->1->117->2->100->7,272064115
0-1;0-2;0-5;3-5;4-5;5-6,31->1->117->2->100->6,134527457
0-1;0-2;0-5;3-5;4-5;5-6,30->1->119->3->100->5,5835064917
0-1;0-2;0-5;3-5;4-5;5-6,30->1->117->3->100->7,1151436822
0-1;0-2;0-5;3-5;4-5;5-6,31->1->117->3->100->7,826255151
0-1;0-2;0-5;3-5;4-5;5-6,20->1->117->2->100->19,31091231
0-1;0-2;0-5;3-5;4-5;5-6,32->1->117->2->100->7,268610174
0-1;0-2;0-5;3-5;4-5;5-6,23->1->126->2->100->7,32593140
0-1;0-2;0-5;3-5;4-5;5-6,32->1->117->3->100->7,1140827733
0-1;0-2;0-5;3-5;4-5;5-6,29->1->119->3->100->9,266033881
0-1;0-2;0-5;3-5;4-5;5-6,31->1->117->3->100->10,893494355
0-1;0-2;0-5;3-5;4-5;5-6,31->1->118->3->100->9,70475160
0-1;0-2;0-5;3-5;4-5;5-6,32->1->119->3->100->7,332766627
0-1;0-2;0-5;3-5;4-5;5-6,31->1->119->2->100->9,59971064
0-1;0-2;0-5;3-5;4-5;5-6,28->1->119->2->100->13,67443602
0-1;0-2;0-5;3-5;4-5;5-6,34->1->119->2->100->9,336228585
0-1;0-2;0-5;3-5;4-5;5-6,29->1->119->2->100->14,48626046
0-1;0-2;0-5;3-5;4-5;5-6,30->1->119->3->100->12,5820136715
0-1;0-2;0-5;3-5;4-5;5-6,31->1->123->2->100->8,64041290
0-1;0-2;0-5;3-5;4-5;5-6,31->1->117->2->100->15,670053442
0-1;0-2;0-5;3-5;4-5;5-6,33->1->117->2->100->13,70979621
0-1;0-2;0-5;3-5;4-5;5-6,31->1->122->2->100->10,39717386
0-1;0-2;0-5;3-5;4-5;5-6,36->1->117->2->100->13,146748636
0-1;0-2;0-5;3-5;4-5;5-6,32->1->118->3->100->15,514703609
0-1;0-2;0-5;3-5;4-5;5-6,41->1->119->3->100->6,1102203568
0-1;0-2;0-5;3-5;4-5;5-6,35->1->119->3->100->13,90632116
0-1;0-2;0-5;3-5;4-5;5-6,31->1->122->2->100->16,19449035
0-1;0-2;0-5;3-5;4-5;5-6,23->1->125->2->100->22,167676293
0-1;0-2;0-5;3-5;4-5;5-6,31->1->122->2->100->17,19449035
0-1;0-2;0-5;3-5;4-5;5-6,32->1->117->2->100->22,461993720
0-1;0-2;0-5;3-5;4-5;5-6,30->1->119->3->100->22,565865302
0-1;0-2;0-5;3-5;4-5;5-6,31->1->119->3->100->22,444513585
0-1;0-2;0-5;3-5;4-5;5-6,33->1->119->2->100->22,22589338
0-1;0-2;0-5;3-5;4-5;5-6,32->1->125->3->100->17,30580129
0-1;0-2;0-5;3-5;4-5;5-6,47->1->123->3->100->6,543831444
0-1;0-2;0-5;3-5;4-5;5-6,29->1->124->3->100->23,133869799
0-1;0-2;0-5;3-5;4-5;5-6,37->1->119->3->100->22,299014673
0-1;0-2;0-5;3-5;4-5;5-6,47->1->123->2->100->14,119142413
0-1;0-2;0-5;3-5;4-5;5-6,47->1->119->3->100->19,863611299
0-1;0-2;0-5;3-5;4-5;5-6,29->1->123->2->100->38,4070867
