0-1;0-2;0-3;1-2;1-3;2-3,45177->45177->45177->45177->45177->45177,2590551
0-1;0-2;0-3;1-2;1-3;2-3,45160->45177->45177->45160->45177->45177,91914
0-1;0-2;0-3;1-2;1-3;2-3,45173->45173->45173->45173->45173->45173,822059
0-1;0-2;0-3;1-2;1-3;2-3,45161->45161->45161->45161->45161->45161,69164
0-1;0-2;0-3;1-2;1-3;2-3,45166->45178->45178->45177->45177->45177,14070
0-1;0-2;0-3;1-2;1-3;2-3,45161->45161->45181->45161->45181->45181,134329
0-1;0-2;0-3;1-2;1-3;2-3,45170->45166->45166->45169->45169->45160,58
0-1;0-2;0-3;1-2;1-3;2-3,45160->45177->45159->45177->45159->45159,277625
0-1;0-2;0-3;1-2;1-3;2-3,45177->45177->45177->45177->45160->45177,54122
0-1;0-2;0-3;1-2;1-3;2-3,45160->45160->45159->45160->45159->45159,4223652
0-1;0-2;0-3;1-2;1-3;2-3,45177->45177->45159->45177->45159->45159,305082
0-1;0-2;0-3;1-2;1-3;2-3,45160->45173->45159->45177->45159->45159,817
0-1;0-2;0-3;1-2;1-3;2-3,45160->45160->45180->45160->45180->45180,1558644
0-1;0-2;0-3;1-2;1-3;2-3,45160->45160->45160->45160->45160->45160,11026492
0-1;0-2;0-3;1-2;1-3;2-3,45177->45177->45160->45177->45160->45160,135427
0-1;0-2;0-3;1-2;1-3;2-3,45160->45160->45174->45160->45174->45174,224028
0-1;0-2;0-3;1-2;1-3;2-3,45177->45177->45177->45160->45177->45177,111924
0-1;0-2;0-3;1-2;1-3;2-3,45160->45160->45159->45177->45159->45159,238386
