0-1;0-2;1-2;1-3;3-2,45177->45177->45177->45177->45177,18873349
0-1;0-2;1-2;1-3;3-2,45160->45180->45180->45160->45180,4052938
0-1;0-2;1-2;1-3;3-2,45160->45174->45174->45160->45174,872906
0-1;0-2;1-2;1-3;3-2,45177->45177->45177->45160->45177,3197328
0-1;0-2;1-2;1-3;3-2,45173->45180->45180->45160->45180,27864
0-1;0-2;1-2;1-3;3-2,45160->45160->45160->45177->45160,1320807
0-1;0-2;1-2;1-3;3-2,45160->45176->45176->45173->45176,17711
0-1;0-2;1-2;1-3;3-2,45160->45160->45177->45177->45177,578732
0-1;0-2;1-2;1-3;3-2,45173->45173->45173->45173->45173,1704310
0-1;0-2;1-2;1-3;3-2,45161->45161->45161->45161->45161,85863
0-1;0-2;1-2;1-3;3-2,45166->45167->45177->45177->45177,45289
0-1;0-2;1-2;1-3;3-2,45160->45159->45159->45173->45159,121714
0-1;0-2;1-2;1-3;3-2,45161->45181->45181->45161->45181,211661
0-1;0-2;1-2;1-3;3-2,45178->45178->45177->45177->45177,1295692
0-1;0-2;1-2;1-3;3-2,45160->45177->45177->45177->45177,3083557
0-1;0-2;1-2;1-3;3-2,45175->45175->45161->45161->45161,3697
0-1;0-2;1-2;1-3;3-2,45177->45159->45159->45177->45159,2320275
0-1;0-2;1-2;1-3;3-2,45160->45160->45160->45160->45160,14618473
0-1;0-2;1-2;1-3;3-2,45173->45159->45159->45160->45159,103180
0-1;0-2;1-2;1-3;3-2,45160->45159->45159->45160->45159,15044825
0-1;0-2;1-2;1-3;3-2,45160->45159->45159->45177->45159,3508348
0-1;0-2;1-2;1-3;3-2,45160->45176->45176->45160->45176,1329355
0-1;0-2;1-2;1-3;3-2,45173->45176->45176->45160->45176,17257
0-1;0-2;1-2;1-3;3-2,45177->45177->45177->45177->45160,516194
