0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45160->45160->45160->45177->45171->45182,59036290
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45160->45160->45177->45160->45172->45182,460475690
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45177->45160->45177->45177->45177->45182->45172,1907483
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45160->45173->45160->45173->45173->45173,29
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45177->45177->45177->45177->45177->45182->45172,432310693
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45160->45160->45177->45160->45177->45177,405891631
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45160->45177->45177->45177->45172->45182,84766650
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45160->45160->45160->45177->45172->45182,70789253
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45160->45173->45173->45160->45160->45160->45160,46540366
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45160->45160->45177->45160->45173->45177,64393932
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45160->45160->45177->45160->45160->45160,25958163
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45160->45160->45177->45177->45172->45171,13922849
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45177->45173->45173->45173->45177->45177->45177,98103
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45160->45173->45173->45177->45160->45178->45178,455
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45173->45177->45173->45177->45177->45177->45167->45167,59376
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45177->45177->45177->45177->45171->45172,20416458
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45177->45173->45177->45177->45177->45178->45167,581237
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45177->45177->45177->45160->45177->45182->45172,84035306
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45160->45177->45177->45177->45177->45160->45177,380387524
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45177->45177->45160->45177->45172->45172,6757327
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45173->45173->45173->45177->45173->45177->45177,398381
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45177->45160->45177->45177->45177->45171->45182,70806419
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45177->45177->45177->45177->45171->45182,73491673
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45160->45177->45177->45177->45177->45177->45172->45182,84035306
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,45177->45160->45160->45160->45177->45160->45167->45178,1085480247
