0-1;0-2;0-3;0-4;4-5;5-6;5-7,45181->45178->45165->45167->45177->45160->45174,24498585743958
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45178->45166->45181->45167->45177->45159->45174,305048880336121
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45168->45163->45169->45164->45182->45180->45176,6982646831896
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45181->45161->45166->45178->45177->45160->45180,5099737063552
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45161->45167->45178->45166->45160->45159->45180,9002370939752
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45170->45181->45178->45167->45177->45180->45176,782148507234
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45181->45178->45161->45170->45169->45159->45180,10945423047968
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45180->45160->45176->45177->45173->45174->45159,3622139633808
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45180->45159->45176->45173->45177->45174->45160,1118848558921
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45166->45161->45181->45165->45168->45163->45169,80869949481
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45178->45181->45166->45165->45168->45163->45164,1160082372792
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45181->45166->45161->45167->45177->45159->45174,6520806812609
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45170->45181->45166->45178->45160->45173->45159,99445514304
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45178->45167->45181->45165->45169->45174->45180,120054864992745
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45165->45178->45181->45161->45167->45160->45176,495688077309
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45178->45165->45181->45166->45160->45180->45159,14570729036549
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45164->45168->45163->45169->45160->45174->45159,2499647106580
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45161->45181->45170->45167->45160->45173->45177,25031926669
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45181->45165->45167->45161->45178->45159->45180,3433911594616
0-1;0-2;0-3;0-4;4-5;5-6;5-7,45178->45167->45181->45166->45160->45159->45180,832231214242285
