0-3;1-3;2-3;3-4;3-5;3-6,45166->45182->45179->45160->45174->45159,20077221638
0-3;1-3;2-3;3-4;3-5;3-6,45160->45171->45182->45174->45176->45159,705577261666
0-3;1-3;2-3;3-4;3-5;3-6,45166->45167->45179->45160->45176->45174,138539485
0-3;1-3;2-3;3-4;3-5;3-6,45166->45182->45172->45159->45177->45160,1069217805662
0-3;1-3;2-3;3-4;3-5;3-6,45160->45171->45179->45159->45173->45174,1509913939
0-3;1-3;2-3;3-4;3-5;3-6,45160->45171->45177->45173->45159->45176,70355145870
0-3;1-3;2-3;3-4;3-5;3-6,45166->45171->45172->45173->45174->45160,620423586
0-3;1-3;2-3;3-4;3-5;3-6,45166->45182->45171->45180->45160->45159,949330955157
0-3;1-3;2-3;3-4;3-5;3-6,45166->45172->45182->45180->45174->45176,6329028954
0-3;1-3;2-3;3-4;3-5;3-6,45177->45182->45178->45180->45174->45160,3892440062976
0-3;1-3;2-3;3-4;3-5;3-6,45166->45167->45172->45160->45174->45180,4608912110
0-3;1-3;2-3;3-4;3-5;3-6,45160->45177->45182->45176->45159->45174,3483093200056
0-3;1-3;2-3;3-4;3-5;3-6,45177->45167->45172->45160->45180->45173,43305881486
0-3;1-3;2-3;3-4;3-5;3-6,45160->45182->45179->45159->45176->45174,57453587635
0-3;1-3;2-3;3-4;3-5;3-6,45173->45166->45172->45160->45174->45159,16128369878
0-3;1-3;2-3;3-4;3-5;3-6,45166->45173->45169->45176->45174->45180,312470427
0-3;1-3;2-3;3-4;3-5;3-6,45177->45179->45172->45159->45174->45173,4848558868
0-3;1-3;2-3;3-4;3-5;3-6,45173->45182->45162->45176->45160->45159,14471007201
0-3;1-3;2-3;3-4;3-5;3-6,45173->45182->45162->45176->45159->45160,14471007201
0-3;1-3;2-3;3-4;3-5;3-6,45177->45178->45171->45176->45159->45180,409843491602
