0-1;0-3;2-3;2-4;4-5;5-6,45159->45173->45166->45165->45179->45176,337331612
0-1;0-3;2-3;2-4;4-5;5-6,45181->45165->45168->45169->45160->45177,52568816684
0-1;0-3;2-3;2-4;4-5;5-6,45173->45160->45169->45162->45177->45180,9612490534
0-1;0-3;2-3;2-4;4-5;5-6,45161->45166->45182->45171->45160->45159,1076912918811
0-1;0-3;2-3;2-4;4-5;5-6,45173->45160->45162->45164->45182->45159,450296925958
0-1;0-3;2-3;2-4;4-5;5-6,45159->45160->45162->45164->45182->45173,1206673673600
0-1;0-3;2-3;2-4;4-5;5-6,45180->45160->45179->45168->45164->45182,384776328706
0-1;0-3;2-3;2-4;4-5;5-6,45180->45173->45172->45182->45160->45159,8946299157735
0-1;0-3;2-3;2-4;4-5;5-6,45167->45165->45168->45164->45182->45180,65703368010
0-1;0-3;2-3;2-4;4-5;5-6,45174->45173->45172->45171->45160->45177,1563620990542
0-1;0-3;2-3;2-4;4-5;5-6,45166->45178->45169->45168->45164->45182,86493586256
0-1;0-3;2-3;2-4;4-5;5-6,45166->45178->45167->45165->45179->45174,1813418909
0-1;0-3;2-3;2-4;4-5;5-6,45176->45160->45167->45178->45177->45180,217584694249
0-1;0-3;2-3;2-4;4-5;5-6,45174->45160->45179->45164->45182->45180,282535425879
0-1;0-3;2-3;2-4;4-5;5-6,45174->45173->45166->45161->45165->45163,6486582
0-1;0-3;2-3;2-4;4-5;5-6,45181->45166->45182->45171->45173->45176,708414382389
0-1;0-3;2-3;2-4;4-5;5-6,45171->45172->45162->45164->45182->45160,97923610292979
0-1;0-3;2-3;2-4;4-5;5-6,45177->45173->45171->45182->45160->45180,6941767968387
0-1;0-3;2-3;2-4;4-5;5-6,45160->45173->45182->45172->45177->45180,4359914261725
0-1;0-3;2-3;2-4;4-5;5-6,45180->45160->45171->45182->45177->45174,33544451505704
