0-1;0-3;2-3;2-5;4-5;4-6;6-7,45173->45177->45178->45170->45168->45164->45171,128121109287
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45174->45160->45182->45171->45166->45167->45176,9662654815953
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45173->45177->45178->45166->45172->45171->45160,29770301901264
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45180->45160->45162->45168->45165->45166->45174,6700397994
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45159->45177->45182->45172->45160->45173->45180,189157196140320
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45165->45178->45182->45172->45162->45169->45176,1613722483100
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45159->45160->45169->45179->45171->45172->45173,117941350475455
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45174->45173->45171->45172->45167->45165->45163,416790179635
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45176->45173->45169->45179->45182->45172->45159,25697633480046
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45159->45173->45162->45179->45178->45161->45167,31810019272
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45161->45166->45162->45179->45182->45171->45159,12807741961525
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45176->45177->45179->45162->45182->45172->45174,117460741395318
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45174->45173->45172->45171->45162->45179->45159,25768484119625
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45159->45173->45167->45166->45162->45168->45164,2119281737
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45161->45166->45182->45172->45179->45168->45164,85718008423
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45176->45177->45171->45182->45167->45178->45174,177491138906746
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45174->45177->45179->45169->45171->45182->45173,75639151814438
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45174->45173->45167->45166->45172->45182->45159,8241962935177
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45160->45173->45178->45167->45179->45168->45163,5292038713
0-1;0-3;2-3;2-5;4-5;4-6;6-7,45159->45160->45182->45172->45179->45168->45169,136625832792940
