0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45178->45167->45177->45179->45164->45169->45168,9495805501741
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45167->45161->45166->45160->45176->45159->45180,1154253392331
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45182->45167->45178->45160->45162->45163->45168->45164,3596324652677
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45160->45172->45171->45177->45167->45181->45165->45178,39614542874844971
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45160->45171->45172->45177->45167->45178->45165->45181,39791627010399230
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45177->45167->45178->45160->45162->45163->45168->45164,9618030289090
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45177->45178->45161->45166->45160->45173->45159->45176,4280903815645
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45160->45162->45164->45182->45173->45159->45176->45174,41141878169218
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45172->45171->45177->45167->45181->45165->45178,14868611390257666
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45177->45167->45161->45178->45162->45169->45168->45164,2065325079129
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45177->45182->45171->45160->45167->45165->45181->45178,33618265564554414
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45160->45182->45172->45177->45162->45163->45168->45164,305435372261687
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45166->45171->45172->45160->45179->45168->45169->45163,21351041707981
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45177->45166->45167->45160->45179->45169->45162->45168,8969124885352
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45160->45172->45171->45173->45167->45166->45170->45181,12384633616557
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45171->45172->45160->45179->45168->45169->45163,105528227198237
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45171->45172->45177->45162->45169->45168->45164,194399847180569
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45179->45169->45160->45177->45159->45176->45174,36183311713448
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45173->45172->45171->45160->45167->45165->45181->45178,1745307780775354
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,45167->45178->45166->45160->45162->45163->45169->45168,210351124598
