0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45166->45182->45171->45177->45162->45180,471238391604
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45160->45177->45167->45170->45179->45172->45174,71771284346
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45166->45160->45179->45162->45177->45171->45180,32116873550
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45166->45177->45179->45164->45182->45169->45159,1728559874453
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45173->45177->45167->45161->45178->45182->45159,2191715501608
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45166->45169->45164->45172->45182->45160,1380842216522
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45166->45169->45164->45182->45173->45160,799974500820
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45182->45177->45167->45178->45160->45171->45174,17873672386706
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45175->45166->45169->45164->45182->45172->45174,121457113867
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45167->45162->45164->45182->45160->45174,204148390405
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45166->45171->45172->45160->45182->45159,25144189070468
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45182->45177->45171->45172->45160->45167->45174,57065059871728
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45175->45167->45162->45169->45160->45179->45159,6492729495
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45182->45160->45172->45171->45177->45169->45173,14918494328986
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45170->45168->45164->45182->45179->45159,17516629976
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45166->45177->45178->45165->45169->45182->45176,504864953088
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45166->45160->45169->45164->45182->45173->45177,1589517041260
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45170->45169->45162->45164->45182->45179->45160,31553115813
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45175->45178->45171->45182->45160->45162->45159,1120986283692
0-1;1-3;2-3;2-4;4-6;5-6;6-7,45161->45167->45162->45164->45182->45179->45173,7647105515
