0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45180->45177->45172->45182->45162->45179->45160->45176,2336943908154299
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45176->45160->45162->45168->45165->45166->45177->45180,61127631723
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45177->45167->45166->45171->45182->45173->45180,2129170252381132
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45176->45160->45171->45172->45162->45164->45182->45159,26045888947425601
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45180->45173->45162->45169->45171->45182->45160->45174,82603657716717
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45176->45173->45172->45171->45162->45164->45182->45180,618498705773421
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45180->45177->45167->45178->45162->45169->45160->45174,84646430231199
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45177->45178->45167->45171->45172->45173->45176,9337027238862326
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45170->45166->45162->45169->45172->45182->45177->45159,23731423555234
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45174->45173->45171->45172->45162->45164->45182->45160,1618885505310875
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45174->45177->45162->45179->45172->45171->45173->45160,188312908876888
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45174->45160->45182->45172->45178->45161->45167->45176,69155631395798
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45173->45172->45182->45167->45178->45160->45176,3153713849832619
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45170->45178->45173->45160->45162->45164->45182->45159,170356594831
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45160->45169->45168->45165->45170->45164->45182,7675145251654
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45160->45182->45172->45179->45168->45169->45177,5805248168053427
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45173->45177->45167->45178->45162->45164->45182->45180,191303966299002
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45177->45178->45167->45171->45172->45173->45174,12065554952131108
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45159->45173->45182->45171->45178->45161->45165->45164,11541937039558
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,45180->45177->45171->45172->45167->45161->45166->45174,37790706411420
