0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052573->1052573->1052602->1052602->1052644->1052644->1052644,15251
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052644->1052584->1052584,285166
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052644->1052644->1052644,31227
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052644->1052648->1052648,45960
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052651->1052584->1052584,352352
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052591->1052591->1052644->1052645->1052645,59371
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052619->1052619->1052651->1052584->1052584,106363
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052591->1052591->1052651->1052584->1052584,180012
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052644->1052646->1052646,7496
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052608->1052608->1052644->1052645->1052645,722796
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052624->1052624->1052602->1052602->1052644->1052652->1052652,2361
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052573->1052573->1052602->1052602->1052644->1052584->1052584,190938
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052652->1052652->1052602->1052602->1052644->1052645->1052645,157091
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052573->1052573->1052602->1052602->1052644->1052645->1052645,102746
0-1;0-2;1-3;2-3;3-4;3-5;4-5,1052573->1052573->1052608->1052608->1052644->1052584->1052584,573365
