0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052602->1052644->1052652->1052652->1052602->1052644->1052651->1052651,223
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052651->1052644->1052651->1052651->1052651->1052651,1898
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052651->1052651->1052651->1052651->1052651->1052651->1052651,4387476
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052651->1052651->1052644->1052644,222743
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052644->1052644->1052644->1052644->1052644->1052644,2689656
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052644->1052651->1052644->1052651->1052651->1052651->1052651,2653
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052644->1052651->1052651->1052644->1052644->1052644->1052644,180830
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052608->1052651->1052652->1052652->1052608->1052651->1052651->1052651,1829
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052624->1052608->1052655->1052655->1052624->1052608->1052652->1052652,228
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052644->1052644->1052644->1052651->1052644->1052644->1052644,1623135
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052644->1052651->1052644->1052644,10808637
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052608->1052651->1052652->1052652->1052608->1052651->1052644->1052644,515
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052651->1052651->1052644->1052651->1052651->1052651,5736
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052644->1052644->1052644->1052644,7370
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052644->1052651->1052651->1052651->1052644->1052651->1052651,3268712
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052595->1052638->1052652->1052652->1052595->1052638->1052595->1052595,4
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052651->1052644->1052644->1052651->1052651->1052651->1052651,3162333
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052651->1052651->1052651->1052644->1052651->1052651->1052651,179021
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052608->1052644->1052652->1052644->1052651->1052651->1052644->1052644,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052608->1052644->1052652->1052652->1052608->1052644->1052644->1052644,389
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052644->1052651->1052651->1052651,3255310
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052651->1052651->1052644->1052644->1052651->1052651->1052644->1052644,2258057
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052644->1052644->1052644->1052644->1052651->1052651,1676880
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052644->1052651->1052651->1052644,7965
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052651->1052651->1052644->1052644->1052644->1052644,4038449
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052644->1052651->1052651->1052644->1052644->1052651->1052651,2326195
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052644->1052651->1052651->1052651->1052651->1052644->1052651->1052651,7218
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,1052608->1052644->1052652->1052652->1052608->1052644->1052651->1052651,909
