0-1;0-2;1-2;2-3;2-4;3-4,23->21->5->9->20->20,17
0-1;0-2;1-2;2-3;2-4;3-4,9->8->8->8->8->8,206416
0-1;0-2;1-2;2-3;2-4;3-4,8->8->8->17->20->20,307700
0-1;0-2;1-2;2-3;2-4;3-4,9->8->8->17->20->20,2088875
0-1;0-2;1-2;2-3;2-4;3-4,9->8->8->8->20->20,2088998
0-1;0-2;1-2;2-3;2-4;3-4,2->8->8->8->20->20,127230
0-1;0-2;1-2;2-3;2-4;3-4,2->8->8->17->20->20,127230
0-1;0-2;1-2;2-3;2-4;3-4,9->8->8->9->18->18,1044499
0-1;0-2;1-2;2-3;2-4;3-4,17->8->8->8->20->20,218984
0-1;0-2;1-2;2-3;2-4;3-4,17->8->8->17->20->20,218984
0-1;0-2;1-2;2-3;2-4;3-4,16->8->8->2->20->20,88640
0-1;0-2;1-2;2-3;2-4;3-4,19->8->8->5->20->20,37192
0-1;0-2;1-2;2-3;2-4;3-4,16->8->8->17->20->20,88640
0-1;0-2;1-2;2-3;2-4;3-4,19->8->8->9->18->18,49672
