0-1;1-2;2-3;3-4;4-5;5-0,23->2->8->2->17->18,5
0-1;1-2;2-3;3-4;4-5;5-0,8->9->21->8->2->21,2
0-1;1-2;2-3;3-4;4-5;5-0,2->8->2->9->2->5,1
0-1;1-2;2-3;3-4;4-5;5-0,9->5->17->2->25->21,1
0-1;1-2;2-3;3-4;4-5;5-0,26->5->9->8->17->25,1
0-1;1-2;2-3;3-4;4-5;5-0,9->8->2->17->2->4,1
0-1;1-2;2-3;3-4;4-5;5-0,21->8->9->21->25->26,1
0-1;1-2;2-3;3-4;4-5;5-0,17->18->21->8->25->26,1
0-1;1-2;2-3;3-4;4-5;5-0,8->17->17->18->5->5,2
0-1;1-2;2-3;3-4;4-5;5-0,8->8->17->17->18->5,13
0-1;1-2;2-3;3-4;4-5;5-0,17->9->2->17->17->2,2
0-1;1-2;2-3;3-4;4-5;5-0,21->2->19->17->21->18,1
0-1;1-2;2-3;3-4;4-5;5-0,17->8->8->9->19->2,2
0-1;1-2;2-3;3-4;4-5;5-0,9->21->9->8->21->2,1
0-1;1-2;2-3;3-4;4-5;5-0,8->8->5->17->5->2,1
0-1;1-2;2-3;3-4;4-5;5-0,26->21->2->25->21->25,1
0-1;1-2;2-3;3-4;4-5;5-0,8->8->18->21->9->2,2
0-1;1-2;2-3;3-4;4-5;5-0,16->9->8->18->5->2,1
0-1;1-2;2-3;3-4;4-5;5-0,19->9->8->2->5->2,1
0-1;1-2;2-3;3-4;4-5;5-0,8->5->8->21->9->2,1
0-1;1-2;2-3;3-4;4-5;5-0,19->8->17->9->21->2,2
0-1;1-2;2-3;3-4;4-5;5-0,17->9->12->26->9->2,1
0-1;1-2;2-3;3-4;4-5;5-0,26->8->5->2->17->1,1
0-1;1-2;2-3;3-4;4-5;5-0,19->9->5->17->21->2,1
0-1;1-2;2-3;3-4;4-5;5-0,21->18->21->1->21->2,2
0-1;1-2;2-3;3-4;4-5;5-0,17->17->9->18->21->2,1
0-1;1-2;2-3;3-4;4-5;5-0,17->8->17->1->21->2,1
0-1;1-2;2-3;3-4;4-5;5-0,26->2->8->18->21->1,1
