0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,21->17->18->18->5->17->5->5,8
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,9->21->2->2->9->5->9->9,68
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,17->21->2->2->17->5->17->17,48
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,26->2->1->25->21->2->26->26,2
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,25->21->2->2->25->26->1->25,34
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,25->21->2->2->1->26->1->1,34
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,10->10->10->10->10->10->10->10,179317
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,21->2->17->17->21->2->5->21,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,2->17->5->5->2->17->2->2,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,17->18->5->21->17->18->17->17,886
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,17->18->21->21->17->18->17->17,886
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,17->18->21->5->17->18->17->17,886
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,2->1->21->26->2->25->2->2,2
