0-1;0-2;0-3;0-4;4-5;5-6;5-7,23->22->25->21->2->1->6,17194853
0-1;0-2;0-3;0-4;4-5;5-6;5-7,23->2->7->18->5->25->22,19466223
0-1;0-2;0-3;0-4;4-5;5-6;5-7,18->1->21->9->3->17->2,1080133
0-1;0-2;0-3;0-4;4-5;5-6;5-7,20->22->5->19->8->7->25,9402618
0-1;0-2;0-3;0-4;4-5;5-6;5-7,9->1->25->2->19->5->13,559751
0-1;0-2;0-3;0-4;4-5;5-6;5-7,23->4->21->16->18->20->5,164590
0-1;0-2;0-3;0-4;4-5;5-6;5-7,11->12->2->8->1->20->26,253393
0-1;0-2;0-3;0-4;4-5;5-6;5-7,6->19->14->8->17->23->25,5334610
0-1;0-2;0-3;0-4;4-5;5-6;5-7,21->7->5->9->2->23->14,1586320
0-1;0-2;0-3;0-4;4-5;5-6;5-7,23->20->14->19->5->25->9,3398224
0-1;0-2;0-3;0-4;4-5;5-6;5-7,23->21->20->2->19->25->8,9558374
0-1;0-2;0-3;0-4;4-5;5-6;5-7,25->8->7->17->9->1->23,27299639
0-1;0-2;0-3;0-4;4-5;5-6;5-7,25->22->24->2->21->23->5,5966824
0-1;0-2;0-3;0-4;4-5;5-6;5-7,18->7->1->19->17->6->23,57759
0-1;0-2;0-3;0-4;4-5;5-6;5-7,8->5->20->17->25->24->26,1742580
0-1;0-2;0-3;0-4;4-5;5-6;5-7,21->17->7->25->26->23->8,1750585
0-1;0-2;0-3;0-4;4-5;5-6;5-7,7->1->6->17->2->8->23,10698763
0-1;0-2;0-3;0-4;4-5;5-6;5-7,20->7->5->9->21->18->17,629408
0-1;0-2;0-3;0-4;4-5;5-6;5-7,21->25->19->8->17->22->18,4313991
0-1;0-2;0-3;0-4;4-5;5-6;5-7,5->14->1->8->25->20->26,6227277
