0-1;0-2;0-3;3-4;4-5;5-6,20->22->26->17->1->21,1056030
0-1;0-2;0-3;3-4;4-5;5-6,20->9->8->17->1->21,6856152
0-1;0-2;0-3;3-4;4-5;5-6,1->20->17->25->26->24,7134086
0-1;0-2;0-3;3-4;4-5;5-6,22->21->26->2->19->25,1108908
0-1;0-2;0-3;3-4;4-5;5-6,23->2->18->21->25->26,10278593
0-1;0-2;0-3;3-4;4-5;5-6,1->8->5->2->14->22,1895794
0-1;0-2;0-3;3-4;4-5;5-6,17->6->19->18->23->1,82096
0-1;0-2;0-3;3-4;4-5;5-6,7->21->2->9->8->6,197733
0-1;0-2;0-3;3-4;4-5;5-6,22->7->5->1->26->25,1665399
0-1;0-2;0-3;3-4;4-5;5-6,25->20->8->1->26->7,6633654
0-1;0-2;0-3;3-4;4-5;5-6,8->7->2->9->5->25,105278
0-1;0-2;0-3;3-4;4-5;5-6,16->25->14->21->9->3,491934
0-1;0-2;0-3;3-4;4-5;5-6,22->20->21->2->1->26,7359532
0-1;0-2;0-3;3-4;4-5;5-6,21->7->8->5->25->26,1891529
0-1;0-2;0-3;3-4;4-5;5-6,20->6->19->21->1->26,1732800
0-1;0-2;0-3;3-4;4-5;5-6,8->20->2->17->25->24,892658
0-1;0-2;0-3;3-4;4-5;5-6,7->1->25->26->2->5,3457889
0-1;0-2;0-3;3-4;4-5;5-6,24->8->9->5->2->18,346660
0-1;0-2;0-3;3-4;4-5;5-6,8->20->14->5->25->26,1378734
0-1;0-2;0-3;3-4;4-5;5-6,20->8->25->26->17->7,1782593
