0-1;0-2;0-3;0-4;0-5;5-6,22->5->19->4->17->8,111432
0-1;0-2;0-3;0-4;0-5;5-6,20->2->23->17->21->25,12531406
0-1;0-2;0-3;0-4;0-5;5-6,5->23->2->21->17->8,7174963
0-1;0-2;0-3;0-4;0-5;5-6,8->5->22->21->9->13,1620216
0-1;0-2;0-3;0-4;0-5;5-6,2->6->1->8->9->21,5751653
0-1;0-2;0-3;0-4;0-5;5-6,6->7->1->25->18->22,45214540
0-1;0-2;0-3;0-4;0-5;5-6,1->22->7->17->14->21,4750982
0-1;0-2;0-3;0-4;0-5;5-6,5->25->22->20->16->1,21398714
0-1;0-2;0-3;0-4;0-5;5-6,18->20->23->2->5->21,2648710
0-1;0-2;0-3;0-4;0-5;5-6,22->17->6->23->1->21,20461064
0-1;0-2;0-3;0-4;0-5;5-6,21->8->22->2->17->23,14433325
0-1;0-2;0-3;0-4;0-5;5-6,20->9->21->17->5->23,1289502
0-1;0-2;0-3;0-4;0-5;5-6,21->18->7->6->9->3,1090702
0-1;0-2;0-3;0-4;0-5;5-6,17->21->14->2->8->5,1534247
0-1;0-2;0-3;0-4;0-5;5-6,1->24->23->6->25->21,73857889
0-1;0-2;0-3;0-4;0-5;5-6,9->25->8->21->2->5,2876291
0-1;0-2;0-3;0-4;0-5;5-6,19->21->14->25->1->22,16702928
0-1;0-2;0-3;0-4;0-5;5-6,17->16->5->8->19->7,769641
0-1;0-2;0-3;0-4;0-5;5-6,8->16->20->24->14->22,3421076
0-1;0-2;0-3;0-4;0-5;5-6,22->8->14->20->17->25,8536666
