0-1;0-2;0-3;0-4;0-5;0-6;6-7,1->25->20->22->6->17->9,66513804
0-1;0-2;0-3;0-4;0-5;0-6;6-7,2->5->16->14->8->1->22,7840640
0-1;0-2;0-3;0-4;0-5;0-6;6-7,20->25->7->22->6->17->3,1813246
0-1;0-2;0-3;0-4;0-5;0-6;6-7,7->24->23->8->17->9->13,2885306
0-1;0-2;0-3;0-4;0-5;0-6;6-7,6->22->24->8->25->14->5,9864120
0-1;0-2;0-3;0-4;0-5;0-6;6-7,20->23->16->5->7->8->25,9096820
0-1;0-2;0-3;0-4;0-5;0-6;6-7,22->24->2->8->9->17->23,14490917
0-1;0-2;0-3;0-4;0-5;0-6;6-7,21->5->6->7->9->1->26,3198378
0-1;0-2;0-3;0-4;0-5;0-6;6-7,8->5->9->7->1->25->21,11995438
0-1;0-2;0-3;0-4;0-5;0-6;6-7,18->5->1->23->21->2->7,6280111
0-1;0-2;0-3;0-4;0-5;0-6;6-7,21->22->18->6->24->25->26,11270551
0-1;0-2;0-3;0-4;0-5;0-6;6-7,23->7->3->2->21->18->5,577690
0-1;0-2;0-3;0-4;0-5;0-6;6-7,7->17->22->1->23->9->2,22089478
0-1;0-2;0-3;0-4;0-5;0-6;6-7,4->25->8->17->18->9->1,1107019
0-1;0-2;0-3;0-4;0-5;0-6;6-7,24->11->7->1->23->8->9,72265
0-1;0-2;0-3;0-4;0-5;0-6;6-7,18->22->2->17->7->25->24,1853053
0-1;0-2;0-3;0-4;0-5;0-6;6-7,24->2->21->20->6->25->26,38173526
0-1;0-2;0-3;0-4;0-5;0-6;6-7,19->2->20->6->23->21->1,5747074
0-1;0-2;0-3;0-4;0-5;0-6;6-7,14->21->8->5->6->19->20,1686550
0-1;0-2;0-3;0-4;0-5;0-6;6-7,20->22->23->5->1->17->8,40840968
