0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,20->22->24->1->25->9->2->17,200833972
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,1->19->17->5->21->9->8->22,6672395019
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,1->16->17->22->24->9->18->21,5801508014
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,6->25->1->5->21->9->8->23,447174968
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,7->19->16->1->25->17->18->22,7137304494207
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,6->21->5->22->24->9->12->20,3076200
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,20->22->24->1->25->21->9->3,117490825
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,9->5->21->1->25->16->8->24,123653264
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,14->21->5->16->19->17->1->22,912020027740
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,13->19->16->1->25->18->21->8,827377898
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,2->19->16->5->21->8->9->24,311701537103
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,20->22->24->1->25->17->9->21,357423669
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,8->25->1->19->16->17->18->22,7662302608920
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,21->1->25->19->16->8->17->7,1364317418068
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,1->5->21->24->22->16->17->20,26605884
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,23->19->17->22->24->1->26->7,340018664
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,19->24->22->1->25->8->9->23,256151642
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,7->25->1->5->21->8->9->24,1781635073
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,14->5->21->24->22->4->2->25,33039
0-1;0-3;2-3;2-5;4-5;4-6;6-7;7-8,9->22->24->25->1->21->17->2,61384765
