0-1;0-2;0-3;3-4;4-5;4-6,23->19->21->1->26->20,1543966
0-1;0-2;0-3;3-4;4-5;4-6,11->18->5->2->23->21,11171
0-1;0-2;0-3;3-4;4-5;4-6,26->22->21->17->2->24,1082550
0-1;0-2;0-3;3-4;4-5;4-6,23->14->17->9->7->11,1432288
0-1;0-2;0-3;3-4;4-5;4-6,2->22->17->25->21->26,18598777
0-1;0-2;0-3;3-4;4-5;4-6,18->7->9->1->26->22,4442320
0-1;0-2;0-3;3-4;4-5;4-6,2->24->9->1->22->26,14085576
0-1;0-2;0-3;3-4;4-5;4-6,18->8->2->14->22->21,1493187
0-1;0-2;0-3;3-4;4-5;4-6,24->19->14->5->8->18,455178
0-1;0-2;0-3;3-4;4-5;4-6,23->25->9->2->24->6,10108426
0-1;0-2;0-3;3-4;4-5;4-6,5->20->17->1->26->21,10487878
0-1;0-2;0-3;3-4;4-5;4-6,20->6->14->21->7->23,1047444
0-1;0-2;0-3;3-4;4-5;4-6,2->7->5->17->21->8,1092146
0-1;0-2;0-3;3-4;4-5;4-6,5->1->2->8->9->6,3136868
0-1;0-2;0-3;3-4;4-5;4-6,8->18->1->26->23->20,2257576
0-1;0-2;0-3;3-4;4-5;4-6,7->6->9->19->17->8,355891
0-1;0-2;0-3;3-4;4-5;4-6,24->21->17->8->7->22,6572174
0-1;0-2;0-3;3-4;4-5;4-6,20->17->21->9->11->22,1109230
0-1;0-2;0-3;3-4;4-5;4-6,23->1->17->2->4->21,2061008
0-1;0-2;0-3;3-4;4-5;4-6,23->8->9->21->18->24,1124420
