0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->17->6->3->2->1->8->7,1252330602
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,19->16->20->23->2->22->6->17,182293856592
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->26->25->6->17->5->18->8,580058
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,5->21->6->8->25->18->24->20,8054454
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->5->24->8->22->25->1->23,61187586
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,19->16->23->18->20->25->9->1,471102016116
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->19->8->21->24->22->6->17,35729709842
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->19->18->5->1->22->6->17,60693905832
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,26->21->22->2->1->17->25->24,15093488
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->26->5->6->25->22->17->18,1085411
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->26->9->6->2->5->22->18,663920
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->26->17->25->2->8->9->1,3838275
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->19->25->3->21->23->2->6,20112409992
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->19->25->20->17->5->6->7,69931110050
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,19->16->21->20->8->23->9->1,132132903372
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,19->16->9->24->23->18->2->8,72406899798
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,19->16->9->7->6->21->5->4,37617136
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,16->19->1->3->5->13->25->7,4016459225
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->26->5->2->22->1->7->6,2123791
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,21->5->7->17->2->6->9->23,2242554
