0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75926->75920->75914->75927->75921->75897->75923->75902,140976937
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75927->75904->75917->75906->75912->75914->75909->75911,147189652
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75929->75897->75909->75908->75892->75911->75927->75895,102520481
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75927->75900->75916->75909->75928->75917->75931->75936,157610614
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75923->75918->75911->75937->75917->75930->75906->75894,109327104
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75900->75930->75925->75918->75936->75904->75917->75906,167706526
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75900->75925->75907->75932->75915->75933->75921->75924,144437156
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75906->75935->75929->75925->75926->75909->75893->75923,115905190
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75891->75927->75916->75928->75903->75888->75921->75911,114016250
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75935->75897->75924->75894->75903->75893->75934->75905,94953586
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75908->75905->75919->75906->75921->75911->75888->75895,158787569
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75933->75919->75904->75929->75936->75920->75915->75927,162203541
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75928->75901->75889->75899->75893->75925->75896->75924,200194611
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75905->75915->75936->75891->75923->75922->75933->75893,113438734
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75907->75923->75888->75898->75905->75889->75919->75925,114071248
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75927->75924->75921->75889->75904->75903->75933->75920,92333582
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75915->75934->75921->75903->75920->75919->75925->75901,133998203
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75904->75912->75889->75922->75932->75926->75930->75893,147950122
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75890->75893->75902->75933->75892->75926->75927->75915,104459375
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,75915->75917->75901->75918->75894->75910->75900->75926,134692925
