0-1;0-2;0-3;0-4;0-5;5-6,75923->75937->75896->75908->75925->75917,157276549
0-1;0-2;0-3;0-4;0-5;5-6,75905->75937->75928->75900->75896->75904,124395720
0-1;0-2;0-3;0-4;0-5;5-6,75905->75935->75893->75932->75915->75931,145209169
0-1;0-2;0-3;0-4;0-5;5-6,75913->75893->75925->75889->75924->75935,135560642
0-1;0-2;0-3;0-4;0-5;5-6,75922->75932->75913->75895->75910->75906,102758234
0-1;0-2;0-3;0-4;0-5;5-6,75920->75918->75926->75895->75934->75915,94311251
0-1;0-2;0-3;0-4;0-5;5-6,75907->75914->75894->75932->75937->75905,153482024
0-1;0-2;0-3;0-4;0-5;5-6,75928->75909->75910->75893->75935->75914,143722018
0-1;0-2;0-3;0-4;0-5;5-6,75920->75917->75914->75915->75929->75924,125993240
0-1;0-2;0-3;0-4;0-5;5-6,75934->75909->75932->75928->75919->75898,134430063
0-1;0-2;0-3;0-4;0-5;5-6,75910->75913->75900->75937->75908->75888,118723847
0-1;0-2;0-3;0-4;0-5;5-6,75933->75890->75898->75927->75937->75932,201398485
0-1;0-2;0-3;0-4;0-5;5-6,75923->75934->75901->75916->75935->75908,170497541
0-1;0-2;0-3;0-4;0-5;5-6,75922->75893->75928->75905->75930->75907,152279242
0-1;0-2;0-3;0-4;0-5;5-6,75908->75890->75901->75902->75895->75925,306991630
0-1;0-2;0-3;0-4;0-5;5-6,75904->75926->75903->75888->75929->75934,137580289
0-1;0-2;0-3;0-4;0-5;5-6,75934->75909->75932->75935->75931->75916,125501645
0-1;0-2;0-3;0-4;0-5;5-6,75930->75936->75904->75935->75890->75899,172562828
0-1;0-2;0-3;0-4;0-5;5-6,75924->75928->75921->75901->75902->75915,206133219
0-1;0-2;0-3;0-4;0-5;5-6,75923->75927->75899->75908->75919->75915,202149403
