0-1;0-2;0-3;0-4;0-5;0-6,75922->75925->75911->75926->75933->75920,4532196741
0-1;0-2;0-3;0-4;0-5;0-6,75920->75904->75931->75937->75921->75893,4803487034
0-1;0-2;0-3;0-4;0-5;0-6,75936->75910->75921->75929->75928->75912,5526993307
0-1;0-2;0-3;0-4;0-5;0-6,75931->75935->75897->75895->75888->75894,4183355450
0-1;0-2;0-3;0-4;0-5;0-6,75933->75917->75895->75909->75891->75927,3966603896
0-1;0-2;0-3;0-4;0-5;0-6,75913->75907->75919->75925->75904->75900,4931417663
0-1;0-2;0-3;0-4;0-5;0-6,75937->75936->75902->75905->75912->75922,5637691596
0-1;0-2;0-3;0-4;0-5;0-6,75934->75891->75905->75929->75933->75920,3779910237
0-1;0-2;0-3;0-4;0-5;0-6,75909->75911->75910->75936->75889->75923,6121208565
0-1;0-2;0-3;0-4;0-5;0-6,75911->75921->75893->75917->75891->75892,5258450364
0-1;0-2;0-3;0-4;0-5;0-6,75888->75936->75912->75931->75930->75892,4764101459
0-1;0-2;0-3;0-4;0-5;0-6,75911->75905->75931->75900->75908->75935,5975522164
0-1;0-2;0-3;0-4;0-5;0-6,75932->75937->75931->75897->75900->75922,5127720742
0-1;0-2;0-3;0-4;0-5;0-6,75917->75908->75893->75899->75896->75910,6009452683
0-1;0-2;0-3;0-4;0-5;0-6,75891->75896->75901->75899->75937->75897,5716550632
0-1;0-2;0-3;0-4;0-5;0-6,75928->75902->75918->75920->75919->75898,6154402398
0-1;0-2;0-3;0-4;0-5;0-6,75930->75933->75889->75892->75915->75927,3636705479
0-1;0-2;0-3;0-4;0-5;0-6,75914->75917->75931->75926->75904->75891,4197100172
0-1;0-2;0-3;0-4;0-5;0-6,75924->75890->75917->75921->75910->75934,5653052169
0-1;0-2;0-3;0-4;0-5;0-6,75904->75918->75933->75932->75927->75911,5714204095
