0-1;0-2;0-3;0-4;0-5;0-6;0-7,75900->75929->75898->75907->75928->75923->75919,230405039858
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75917->75924->75933->75907->75921->75934->75935,157621969957
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75925->75907->75898->75916->75921->75892->75918,259851542300
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75917->75923->75888->75895->75927->75903->75892,135856191357
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75928->75905->75934->75914->75906->75892->75931,125709793702
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75909->75924->75931->75936->75922->75903->75917,146528245205
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75894->75922->75895->75931->75911->75902->75924,191505251585
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75903->75912->75924->75926->75910->75914->75922,118809187286
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75907->75888->75931->75901->75919->75895->75892,185109149134
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75912->75913->75933->75936->75914->75928->75930,94393583036
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75934->75925->75910->75908->75919->75888->75909,170878968734
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75914->75916->75908->75895->75890->75934->75906,155098886554
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75901->75897->75931->75913->75916->75890->75902,177802341584
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75935->75910->75916->75934->75923->75899->75930,175792297530
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75921->75905->75919->75928->75914->75892->75937,147496905431
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75904->75911->75928->75905->75908->75916->75912,192606184555
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75902->75912->75899->75898->75924->75930->75919,246650822849
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75922->75903->75899->75896->75915->75918->75932,165807574253
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75935->75910->75926->75936->75937->75906->75901,165163732084
0-1;0-2;0-3;0-4;0-5;0-6;0-7,75889->75935->75893->75918->75900->75921->75931,165864415515
