0-1;1-3;2-3;2-4;4-6;5-6;6-7,75919->75897->75917->75888->75928->75925->75896,2832476
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75908->75906->75935->75898->75910->75909->75936,3078360
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75929->75906->75891->75924->75921->75905->75926,2368999
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75924->75911->75897->75927->75913->75921->75910,2501377
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75892->75909->75930->75903->75919->75926->75925,2806496
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75922->75914->75910->75911->75890->75923->75906,3388302
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75889->75913->75906->75895->75933->75894->75914,2854356
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75920->75911->75907->75895->75901->75928->75914,2539145
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75906->75891->75888->75911->75902->75889->75894,3292501
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75905->75902->75892->75906->75918->75907->75915,3389570
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75904->75924->75937->75926->75933->75935->75900,3031451
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75915->75909->75904->75905->75899->75930->75933,2489111
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75908->75930->75911->75902->75892->75897->75926,2716728
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75903->75918->75920->75937->75907->75919->75896,2690075
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75925->75930->75905->75924->75914->75894->75898,3090482
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75916->75918->75927->75911->75909->75888->75923,2904999
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75905->75912->75908->75896->75913->75915->75897,3051571
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75930->75926->75917->75916->75912->75891->75922,2847124
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75933->75900->75911->75896->75928->75916->75898,2692947
0-1;1-3;2-3;2-4;4-6;5-6;6-7,75915->75891->75936->75888->75893->75934->75925,3268206
