0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75898->75904->75901->75922->75932->75926->75908->75910,415475122697
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75918->75935->75890->75916->75921->75912->75915->75897,267124488114
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75937->75900->75931->75915->75933->75907->75924->75889,151746192698
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75905->75902->75931->75888->75920->75926->75918->75913,82623947846
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75933->75913->75894->75891->75921->75890->75895->75905,255112430588
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75909->75905->75914->75926->75900->75923->75903->75912,122363913616
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75903->75920->75910->75918->75888->75922->75896->75935,223528384454
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75892->75931->75919->75907->75935->75891->75922->75897,299115363771
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75891->75909->75921->75898->75916->75913->75924->75922,350395092087
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75894->75902->75901->75937->75934->75913->75893->75889,136723786799
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75913->75910->75900->75927->75934->75905->75914->75924,225924666193
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75936->75900->75907->75906->75935->75925->75913->75908,270320022532
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75936->75911->75895->75933->75917->75893->75899->75906,289175439845
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75903->75914->75910->75936->75902->75911->75921->75893,522815716519
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75897->75919->75914->75933->75895->75909->75918->75925,140468285674
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75897->75888->75924->75900->75937->75889->75934->75911,247178777933
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75934->75915->75907->75923->75889->75894->75929->75920,403317243806
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75900->75901->75897->75906->75905->75898->75904->75907,219848279202
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75894->75930->75899->75929->75931->75903->75906->75890,355331385623
0-2;1-2;2-3;2-4;2-5;2-6;2-7;2-8,75904->75896->75899->75927->75908->75900->75913->75934,230089718038
