0-1;0-2;1-3;2-3,75937->75937->75927->75927,16313
0-1;0-2;1-3;2-3,75928->75928->75888->75888,15280
0-1;0-2;1-3;2-3,75917->75917->75895->75895,15645
0-1;0-2;1-3;2-3,75899->75899->75911->75911,15940
0-1;0-2;1-3;2-3,75925->75925->75929->75929,16638
0-1;0-2;1-3;2-3,75911->75911->75900->75900,16091
0-1;0-2;1-3;2-3,75915->75915->75892->75892,16436
0-1;0-2;1-3;2-3,75889->75889->75912->75912,16177
0-1;0-2;1-3;2-3,75914->75914->75913->75913,16291
0-1;0-2;1-3;2-3,75891->75891->75904->75904,15792
0-1;0-2;1-3;2-3,75910->75910->75899->75899,16417
0-1;0-2;1-3;2-3,75926->75926->75913->75913,15572
0-1;0-2;1-3;2-3,75899->75899->75905->75905,15410
0-1;0-2;1-3;2-3,75899->75899->75935->75935,15768
0-1;0-2;1-3;2-3,75920->75920->75927->75927,15841
0-1;0-2;1-3;2-3,75915->75915->75893->75893,16309
0-1;0-2;1-3;2-3,75908->75908->75894->75894,16065
0-1;0-2;1-3;2-3,75933->75933->75889->75889,15654
0-1;0-2;1-3;2-3,75899->75899->75907->75907,16198
0-1;0-2;1-3;2-3,75926->75926->75923->75923,16190
0-1;0-2;1-3;2-3,75910->75910->75927->75927,16666
0-1;0-2;1-3;2-3,75903->75903->75900->75900,16378
0-1;0-2;1-3;2-3,75902->75902->75903->75903,15986
0-1;0-2;1-3;2-3,75934->75934->75919->75919,15431
0-1;0-2;1-3;2-3,75893->75893->75921->75921,15747
0-1;0-2;1-3;2-3,75891->75891->75903->75903,15738
0-1;0-2;1-3;2-3,75895->75895->75922->75922,16025
0-1;0-2;1-3;2-3,75919->75919->75935->75935,15799
0-1;0-2;1-3;2-3,75935->75935->75910->75910,16177
0-1;0-2;1-3;2-3,75928->75928->75895->75895,15856
0-1;0-2;1-3;2-3,75931->75931->75888->75888,15220
0-1;0-2;1-3;2-3,75900->75900->75898->75898,15493
0-1;0-2;1-3;2-3,75920->75920->75920->75920,16059
0-1;0-2;1-3;2-3,75924->75924->75897->75897,15373
0-1;0-2;1-3;2-3,75904->75904->75909->75909,15632
0-1;0-2;1-3;2-3,75922->75922->75936->75936,16331
0-1;0-2;1-3;2-3,75917->75917->75914->75914,16032
0-1;0-2;1-3;2-3,75914->75914->75900->75900,16636
0-1;0-2;1-3;2-3,75935->75935->75908->75908,16326
0-1;0-2;1-3;2-3,75908->75908->75918->75918,15844
0-1;0-2;1-3;2-3,75900->75900->75918->75918,15779
0-1;0-2;1-3;2-3,75893->75893->75934->75934,15696
0-1;0-2;1-3;2-3,75896->75896->75892->75892,16205
0-1;0-2;1-3;2-3,75903->75903->75924->75924,16458
0-1;0-2;1-3;2-3,75891->75891->75937->75937,15719
0-1;0-2;1-3;2-3,75910->75910->75897->75897,15827
0-1;0-2;1-3;2-3,75893->75893->75925->75925,16909
0-1;0-2;1-3;2-3,75892->75892->75928->75928,15580
0-1;0-2;1-3;2-3,75931->75931->75891->75891,15397
0-1;0-2;1-3;2-3,75935->75935->75937->75937,15888
0-1;0-2;1-3;2-3,75891->75891->75901->75901,16018
