0-1;0-2;1-3;2-3;3-4;3-5;4-5,75937->75937->75927->75927->75918->75909->75910,250
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75928->75928->75924->75924->75930->75888->75937,212
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75917->75917->75889->75889->75896->75919->75932,83
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75899->75899->75911->75911->75907->75890->75896,284
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75925->75925->75929->75929->75928->75914->75892,321
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75911->75911->75900->75900->75931->75927->75910,174
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75915->75915->75892->75892->75925->75916->75918,241
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75889->75889->75912->75912->75902->75928->75892,180
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75914->75914->75913->75913->75904->75910->75904,193
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75891->75891->75904->75904->75896->75904->75912,93
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75910->75910->75899->75899->75890->75930->75896,148
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75926->75926->75913->75913->75926->75905->75889,309
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75899->75899->75905->75905->75891->75892->75913,172
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75899->75899->75935->75935->75890->75903->75899,259
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75920->75920->75927->75927->75929->75932->75914,268
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75915->75915->75893->75893->75890->75909->75932,216
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75908->75908->75894->75894->75913->75896->75900,192
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75933->75933->75889->75889->75926->75888->75896,348
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75899->75899->75907->75907->75904->75926->75905,183
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75926->75926->75934->75934->75927->75903->75897,253
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75910->75910->75927->75927->75928->75903->75893,198
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75903->75903->75892->75892->75923->75921->75898,358
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75902->75902->75903->75903->75919->75888->75910,227
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75934->75934->75919->75919->75899->75902->75908,124
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75893->75893->75921->75921->75936->75889->75915,198
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75891->75891->75903->75903->75918->75907->75918,247
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75895->75895->75922->75922->75891->75904->75892,249
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75919->75919->75935->75935->75892->75898->75892,329
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75935->75935->75910->75910->75892->75925->75918,243
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75928->75928->75895->75895->75897->75895->75931,183
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75931->75931->75888->75888->75925->75900->75907,194
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75900->75900->75898->75898->75895->75911->75899,166
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75920->75920->75920->75920->75894->75893->75928,397
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75924->75924->75897->75897->75919->75888->75910,214
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75910->75910->75892->75892->75888->75933->75915,250
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75922->75922->75936->75936->75905->75891->75937,201
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75917->75917->75914->75914->75928->75932->75937,367
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75914->75914->75900->75900->75934->75891->75928,137
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75935->75935->75908->75908->75915->75927->75926,188
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75908->75908->75918->75918->75888->75908->75934,295
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75900->75900->75889->75889->75912->75917->75911,252
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75893->75893->75934->75934->75920->75893->75895,303
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75896->75896->75892->75892->75929->75912->75909,328
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75903->75903->75924->75924->75903->75934->75896,176
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75891->75891->75918->75918->75914->75935->75912,200
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75910->75910->75897->75897->75910->75893->75899,251
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75893->75893->75925->75925->75897->75920->75935,285
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75892->75892->75928->75928->75893->75894->75888,107
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75931->75931->75891->75891->75919->75888->75910,245
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75935->75935->75937->75937->75920->75893->75895,255
0-1;0-2;1-3;2-3;3-4;3-5;4-5,75891->75891->75901->75901->75921->75930->75903,188
