0-1;0-2;1-2;2-3;2-4;3-4,75937->75930->75932->75929->75906->75922,1
0-1;0-2;1-2;2-3;2-4;3-4,75928->75924->75893->75914->75935->75888,3
0-1;0-2;1-2;2-3;2-4;3-4,75895->75900->75923->75919->75910->75916,1
0-1;0-2;1-2;2-3;2-4;3-4,75888->75890->75937->75926->75889->75889,4
0-1;0-2;1-2;2-3;2-4;3-4,75906->75892->75925->75891->75937->75937,3
0-1;0-2;1-2;2-3;2-4;3-4,75890->75901->75899->75895->75889->75902,3
0-1;0-2;1-2;2-3;2-4;3-4,75916->75923->75911->75907->75934->75896,1
0-1;0-2;1-2;2-3;2-4;3-4,75924->75934->75927->75912->75922->75925,1
0-1;0-2;1-2;2-3;2-4;3-4,75926->75897->75902->75934->75908->75893,2
0-1;0-2;1-2;2-3;2-4;3-4,75895->75920->75890->75904->75900->75917,3
0-1;0-2;1-2;2-3;2-4;3-4,75890->75918->75924->75924->75921->75906,1
0-1;0-2;1-2;2-3;2-4;3-4,75926->75891->75896->75899->75911->75923,2
0-1;0-2;1-2;2-3;2-4;3-4,75899->75895->75892->75918->75897->75904,1
0-1;0-2;1-2;2-3;2-4;3-4,75899->75937->75928->75898->75928->75928,1
0-1;0-2;1-2;2-3;2-4;3-4,75889->75916->75931->75929->75918->75910,1
0-1;0-2;1-2;2-3;2-4;3-4,75915->75917->75928->75928->75889->75924,3
0-1;0-2;1-2;2-3;2-4;3-4,75908->75899->75933->75922->75930->75928,2
0-1;0-2;1-2;2-3;2-4;3-4,75906->75912->75929->75923->75924->75914,1
0-1;0-2;1-2;2-3;2-4;3-4,75921->75902->75928->75894->75921->75905,1
0-1;0-2;1-2;2-3;2-4;3-4,75926->75888->75934->75927->75903->75897,2
0-1;0-2;1-2;2-3;2-4;3-4,75893->75912->75913->75921->75913->75928,1
0-1;0-2;1-2;2-3;2-4;3-4,75929->75914->75930->75926->75919->75912,1
0-1;0-2;1-2;2-3;2-4;3-4,75906->75902->75927->75903->75919->75933,3
0-1;0-2;1-2;2-3;2-4;3-4,75934->75922->75909->75906->75928->75910,1
0-1;0-2;1-2;2-3;2-4;3-4,75894->75889->75927->75903->75889->75911,1
0-1;0-2;1-2;2-3;2-4;3-4,75891->75936->75926->75919->75936->75929,1
0-1;0-2;1-2;2-3;2-4;3-4,75894->75898->75902->75931->75900->75926,2
0-1;0-2;1-2;2-3;2-4;3-4,75905->75918->75895->75912->75925->75893,3
0-1;0-2;1-2;2-3;2-4;3-4,75919->75937->75934->75931->75894->75936,1
0-1;0-2;1-2;2-3;2-4;3-4,75916->75897->75926->75927->75930->75906,4
0-1;0-2;1-2;2-3;2-4;3-4,75897->75909->75934->75906->75889->75904,3
0-1;0-2;1-2;2-3;2-4;3-4,75921->75931->75898->75898->75907->75896,3
0-1;0-2;1-2;2-3;2-4;3-4,75930->75891->75900->75890->75934->75919,1
0-1;0-2;1-2;2-3;2-4;3-4,75904->75926->75928->75936->75924->75921,1
0-1;0-2;1-2;2-3;2-4;3-4,75930->75905->75922->75936->75925->75904,2
0-1;0-2;1-2;2-3;2-4;3-4,75905->75936->75900->75889->75903->75937,1
0-1;0-2;1-2;2-3;2-4;3-4,75922->75927->75922->75896->75897->75933,2
0-1;0-2;1-2;2-3;2-4;3-4,75914->75902->75906->75915->75898->75891,3
0-1;0-2;1-2;2-3;2-4;3-4,75927->75926->75899->75928->75924->75893,3
0-1;0-2;1-2;2-3;2-4;3-4,75890->75902->75888->75902->75920->75890,1
0-1;0-2;1-2;2-3;2-4;3-4,75895->75925->75900->75922->75898->75934,1
0-1;0-2;1-2;2-3;2-4;3-4,75906->75927->75902->75928->75927->75890,1
0-1;0-2;1-2;2-3;2-4;3-4,75896->75902->75889->75913->75908->75912,1
0-1;0-2;1-2;2-3;2-4;3-4,75903->75934->75896->75888->75913->75909,1
0-1;0-2;1-2;2-3;2-4;3-4,75889->75937->75917->75928->75922->75896,1
0-1;0-2;1-2;2-3;2-4;3-4,75913->75910->75890->75920->75930->75920,2
0-1;0-2;1-2;2-3;2-4;3-4,75919->75894->75913->75906->75894->75907,1
0-1;0-2;1-2;2-3;2-4;3-4,75918->75903->75889->75913->75904->75894,1
0-1;0-2;1-2;2-3;2-4;3-4,75888->75901->75904->75922->75936->75921,1
0-1;0-2;1-2;2-3;2-4;3-4,75913->75902->75926->75937->75937->75896,4
0-1;0-2;1-2;2-3;2-4;3-4,75891->75896->75891->75932->75901->75906,1
