0-1;1-2;2-3;3-4;4-5;5-0,75937->75927->75918->75929->75920->75914,101
0-1;1-2;2-3;3-4;4-5;5-0,75903->75892->75925->75927->75932->75910,104
0-1;1-2;2-3;3-4;4-5;5-0,75891->75904->75908->75921->75889->75933,88
0-1;1-2;2-3;3-4;4-5;5-0,75910->75899->75925->75920->75931->75896,119
0-1;1-2;2-3;3-4;4-5;5-0,75899->75935->75890->75928->75890->75899,93
0-1;1-2;2-3;3-4;4-5;5-0,75896->75937->75912->75937->75912->75931,119
0-1;1-2;2-3;3-4;4-5;5-0,75915->75893->75891->75925->75899->75894,109
0-1;1-2;2-3;3-4;4-5;5-0,75908->75894->75895->75921->75918->75936,94
0-1;1-2;2-3;3-4;4-5;5-0,75908->75902->75902->75927->75902->75934,105
0-1;1-2;2-3;3-4;4-5;5-0,75912->75929->75929->75907->75921->75907,99
0-1;1-2;2-3;3-4;4-5;5-0,75926->75923->75927->75923->75927->75899,121
0-1;1-2;2-3;3-4;4-5;5-0,75926->75913->75926->75913->75926->75913,197
0-1;1-2;2-3;3-4;4-5;5-0,75893->75891->75897->75910->75914->75898,77
0-1;1-2;2-3;3-4;4-5;5-0,75925->75908->75898->75934->75896->75901,119
0-1;1-2;2-3;3-4;4-5;5-0,75918->75888->75899->75929->75937->75932,86
0-1;1-2;2-3;3-4;4-5;5-0,75915->75914->75915->75914->75915->75914,197
0-1;1-2;2-3;3-4;4-5;5-0,75891->75903->75918->75893->75920->75934,105
0-1;1-2;2-3;3-4;4-5;5-0,75898->75933->75933->75914->75889->75925,119
0-1;1-2;2-3;3-4;4-5;5-0,75905->75930->75911->75900->75934->75936,90
0-1;1-2;2-3;3-4;4-5;5-0,75935->75922->75935->75922->75935->75922,267
0-1;1-2;2-3;3-4;4-5;5-0,75928->75895->75901->75908->75911->75906,106
0-1;1-2;2-3;3-4;4-5;5-0,75890->75917->75911->75905->75914->75904,92
0-1;1-2;2-3;3-4;4-5;5-0,75902->75903->75919->75895->75932->75900,119
0-1;1-2;2-3;3-4;4-5;5-0,75933->75930->75933->75930->75933->75930,171
0-1;1-2;2-3;3-4;4-5;5-0,75920->75906->75920->75906->75920->75906,199
0-1;1-2;2-3;3-4;4-5;5-0,75904->75909->75904->75909->75904->75909,200
0-1;1-2;2-3;3-4;4-5;5-0,75891->75915->75891->75915->75891->75915,155
0-1;1-2;2-3;3-4;4-5;5-0,75914->75900->75888->75911->75935->75903,98
0-1;1-2;2-3;3-4;4-5;5-0,75908->75918->75908->75918->75908->75918,182
0-1;1-2;2-3;3-4;4-5;5-0,75900->75889->75912->75919->75898->75932,82
0-1;1-2;2-3;3-4;4-5;5-0,75893->75934->75920->75923->75912->75928,75
0-1;1-2;2-3;3-4;4-5;5-0,75896->75892->75929->75905->75913->75908,78
0-1;1-2;2-3;3-4;4-5;5-0,75903->75924->75903->75924->75903->75924,194
0-1;1-2;2-3;3-4;4-5;5-0,75906->75930->75906->75930->75906->75930,214
0-1;1-2;2-3;3-4;4-5;5-0,75910->75920->75923->75936->75906->75910,125
0-1;1-2;2-3;3-4;4-5;5-0,75893->75925->75897->75925->75928->75929,81
0-1;1-2;2-3;3-4;4-5;5-0,75891->75891->75903->75916->75917->75915,78
0-1;1-2;2-3;3-4;4-5;5-0,75928->75924->75930->75915->75917->75930,94
0-1;1-2;2-3;3-4;4-5;5-0,75917->75895->75917->75895->75917->75895,186
0-1;1-2;2-3;3-4;4-5;5-0,75891->75899->75937->75899->75937->75891,97
0-1;1-2;2-3;3-4;4-5;5-0,75915->75911->75891->75937->75899->75931,102
