0-1;0-2;0-3;1-2;1-3;2-3,75917->75895->75901->75915->75930->75919,1
0-1;0-2;0-3;1-2;1-3;2-3,75928->75898->75916->75911->75936->75897,1
0-1;0-2;0-3;1-2;1-3;2-3,75895->75927->75935->75918->75909->75933,1
0-1;0-2;0-3;1-2;1-3;2-3,75918->75934->75924->75915->75904->75920,1
0-1;0-2;0-3;1-2;1-3;2-3,75908->75926->75915->75900->75933->75927,1
0-1;0-2;0-3;1-2;1-3;2-3,75907->75896->75908->75916->75936->75936,1
0-1;0-2;0-3;1-2;1-3;2-3,75916->75923->75892->75911->75923->75891,1
0-1;0-2;0-3;1-2;1-3;2-3,75922->75921->75893->75916->75924->75897,1
0-1;0-2;0-3;1-2;1-3;2-3,75901->75928->75924->75895->75925->75936,1
0-1;0-2;0-3;1-2;1-3;2-3,75922->75912->75897->75925->75908->75933,1
0-1;0-2;0-3;1-2;1-3;2-3,75890->75918->75919->75924->75921->75930,1
0-1;0-2;0-3;1-2;1-3;2-3,75912->75904->75908->75927->75914->75930,1
0-1;0-2;0-3;1-2;1-3;2-3,75920->75911->75924->75930->75924->75897,1
0-1;0-2;0-3;1-2;1-3;2-3,75899->75937->75891->75928->75906->75915,1
0-1;0-2;0-3;1-2;1-3;2-3,75923->75892->75900->75922->75905->75904,1
0-1;0-2;0-3;1-2;1-3;2-3,75915->75917->75937->75928->75892->75895,1
0-1;0-2;0-3;1-2;1-3;2-3,75928->75925->75891->75926->75889->75888,1
0-1;0-2;0-3;1-2;1-3;2-3,75906->75912->75893->75929->75932->75912,1
0-1;0-2;0-3;1-2;1-3;2-3,75927->75933->75900->75933->75920->75924,1
0-1;0-2;0-3;1-2;1-3;2-3,75889->75911->75915->75932->75918->75935,1
0-1;0-2;0-3;1-2;1-3;2-3,75893->75912->75890->75913->75910->75930,1
0-1;0-2;0-3;1-2;1-3;2-3,75929->75914->75929->75930->75905->75933,1
0-1;0-2;0-3;1-2;1-3;2-3,75892->75925->75923->75904->75891->75923,1
0-1;0-2;0-3;1-2;1-3;2-3,75902->75901->75915->75934->75899->75918,2
0-1;0-2;0-3;1-2;1-3;2-3,75910->75903->75909->75890->75931->75933,1
0-1;0-2;0-3;1-2;1-3;2-3,75926->75926->75932->75888->75920->75912,1
0-1;0-2;0-3;1-2;1-3;2-3,75922->75898->75929->75925->75934->75906,1
0-1;0-2;0-3;1-2;1-3;2-3,75903->75903->75925->75930->75916->75908,1
0-1;0-2;0-3;1-2;1-3;2-3,75900->75919->75937->75909->75893->75934,1
0-1;0-2;0-3;1-2;1-3;2-3,75895->75922->75926->75906->75926->75897,1
0-1;0-2;0-3;1-2;1-3;2-3,75897->75909->75926->75934->75904->75889,1
0-1;0-2;0-3;1-2;1-3;2-3,75933->75927->75921->75889->75892->75928,1
0-1;0-2;0-3;1-2;1-3;2-3,75889->75891->75935->75928->75899->75921,1
0-1;0-2;0-3;1-2;1-3;2-3,75905->75933->75910->75914->75914->75922,1
0-1;0-2;0-3;1-2;1-3;2-3,75929->75900->75894->75904->75896->75889,1
0-1;0-2;0-3;1-2;1-3;2-3,75912->75933->75898->75937->75900->75907,1
0-1;0-2;0-3;1-2;1-3;2-3,75929->75911->75935->75904->75890->75902,1
0-1;0-2;0-3;1-2;1-3;2-3,75929->75909->75912->75930->75919->75919,1
0-1;0-2;0-3;1-2;1-3;2-3,75909->75908->75903->75933->75932->75927,1
0-1;0-2;0-3;1-2;1-3;2-3,75895->75925->75933->75900->75918->75922,1
0-1;0-2;0-3;1-2;1-3;2-3,75927->75931->75914->75918->75889->75922,1
0-1;0-2;0-3;1-2;1-3;2-3,75896->75902->75923->75889->75894->75913,1
0-1;0-2;0-3;1-2;1-3;2-3,75923->75905->75904->75899->75888->75915,1
0-1;0-2;0-3;1-2;1-3;2-3,75914->75902->75909->75891->75906->75899,1
0-1;0-2;0-3;1-2;1-3;2-3,75889->75937->75911->75917->75912->75908,1
0-1;0-2;0-3;1-2;1-3;2-3,75890->75912->75901->75929->75931->75892,1
0-1;0-2;0-3;1-2;1-3;2-3,75928->75920->75914->75936->75900->75911,1
0-1;0-2;0-3;1-2;1-3;2-3,75888->75901->75915->75904->75904->75932,1
0-1;0-2;0-3;1-2;1-3;2-3,75918->75911->75917->75907->75928->75937,1
0-1;0-2;0-3;1-2;1-3;2-3,75891->75896->75922->75891->75906->75901,1
