0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75917->75896->75913->75914->75901->75929->75908->75929,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75928->75934->75910->75921->75921->75922->75897->75935,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75921->75924->75903->75903->75921->75924->75917->75917,62
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75891->75921->75889->75888->75924->75926->75919->75933,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75906->75925->75908->75891->75937->75924->75891->75937,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75890->75899->75934->75934->75890->75899->75890->75890,154
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75919->75919->75916->75916->75919->75919->75935->75935,137
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75934->75911->75890->75890->75934->75911->75907->75907,52
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75901->75925->75888->75929->75893->75933->75908->75928,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75912->75928->75904->75904->75912->75928->75900->75900,75
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75890->75915->75929->75889->75921->75909->75889->75913,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75912->75927->75911->75902->75914->75903->75890->75930,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75894->75912->75919->75891->75891->75912->75923->75923,2
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75899->75908->75925->75890->75920->75923->75924->75930,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75889->75931->75903->75929->75910->75888->75929->75918,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75915->75928->75917->75921->75910->75926->75917->75893,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75908->75933->75936->75922->75897->75918->75934->75914,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75894->75890->75903->75905->75924->75928->75936->75933,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75921->75907->75899->75899->75921->75907->75903->75903,99
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75888->75896->75912->75912->75888->75896->75893->75893,77
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75893->75913->75898->75921->75905->75909->75926->75896,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75895->75890->75910->75910->75895->75890->75933->75933,93
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75902->75935->75908->75905->75919->75918->75891->75924,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75899->75913->75921->75936->75916->75918->75907->75912,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75910->75890->75893->75930->75912->75918->75915->75909,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75891->75926->75905->75919->75921->75897->75891->75888,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75907->75913->75923->75923->75907->75913->75907->75907,71
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75905->75895->75936->75912->75893->75895->75901->75901,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75919->75934->75931->75894->75889->75934->75893->75893,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75916->75926->75930->75927->75906->75897->75895->75922,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75910->75906->75892->75896->75917->75916->75927->75917,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75911->75894->75925->75925->75911->75894->75891->75891,108
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75924->75930->75913->75913->75924->75930->75935->75935,53
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75926->75901->75915->75928->75926->75908->75897->75926,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75903->75926->75923->75923->75903->75926->75909->75909,92
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75912->75926->75891->75927->75922->75926->75929->75929,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75899->75897->75935->75927->75907->75935->75898->75915,2
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75927->75919->75891->75929->75893->75929->75901->75905,2
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75907->75935->75927->75927->75907->75935->75914->75914,126
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75890->75888->75902->75902->75890->75888->75890->75890,118
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75895->75900->75918->75922->75934->75896->75927->75898,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75906->75902->75917->75928->75890->75928->75890->75897,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75896->75889->75891->75913->75906->75889->75932->75932,2
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75923->75888->75922->75912->75904->75910->75918->75923,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75889->75912->75936->75894->75929->75911->75889->75936,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75923->75913->75892->75888->75907->75889->75900->75914,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75919->75913->75919->75888->75907->75889->75930->75916,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75918->75889->75925->75925->75918->75889->75918->75918,123
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75888->75899->75929->75915->75914->75901->75899->75914,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75894->75913->75890->75928->75918->75895->75928->75890,1
0-1;1-2;2-0;2-3;3-4;4-2;5-1;5-4,75890->75929->75912->75892->75918->75909->75896->75923,1
