0-1;0-3;2-3;2-4;4-5;5-6,1052573->1052574->1052641->1052638->1052651->1052647,5878422
0-1;0-3;2-3;2-4;4-5;5-6,1052639->1052637->1052605->1052595->1052638->1052644,242886692
0-1;0-3;2-3;2-4;4-5;5-6,1052638->1052637->1052633->1052627->1052573->1052586,131613099
0-1;0-3;2-3;2-4;4-5;5-6,1052639->1052638->1052651->1052644->1052646->1052572,26838724
0-1;0-3;2-3;2-4;4-5;5-6,1052575->1052574->1052641->1052638->1052652->1052584,754481
0-1;0-3;2-3;2-4;4-5;5-6,1052629->1052650->1052649->1052652->1052602->1052645,294102
0-1;0-3;2-3;2-4;4-5;5-6,1052574->1052624->1052652->1052644->1052586->1052656,155991602
0-1;0-3;2-3;2-4;4-5;5-6,1052624->1052574->1052641->1052638->1052644->1052584,44542483
0-1;0-3;2-3;2-4;4-5;5-6,1052573->1052576->1052594->1052593->1052642->1052600,90464
0-1;0-3;2-3;2-4;4-5;5-6,1052577->1052574->1052594->1052608->1052644->1052646,2482630
0-1;0-3;2-3;2-4;4-5;5-6,1052640->1052637->1052574->1052624->1052595->1052638,105010855
0-1;0-3;2-3;2-4;4-5;5-6,1052624->1052574->1052641->1052638->1052652->1052581,3024852
0-1;0-3;2-3;2-4;4-5;5-6,1052624->1052574->1052641->1052638->1052642->1052656,1716980
0-1;0-3;2-3;2-4;4-5;5-6,1052638->1052637->1052604->1052602->1052642->1052656,288049
0-1;0-3;2-3;2-4;4-5;5-6,1052629->1052649->1052650->1052644->1052651->1052652,4133562139
0-1;0-3;2-3;2-4;4-5;5-6,1052577->1052574->1052641->1052638->1052652->1052602,50426
0-1;0-3;2-3;2-4;4-5;5-6,1052584->1052654->1052616->1052591->1052652->1052589,268
0-1;0-3;2-3;2-4;4-5;5-6,1052638->1052637->1052618->1052602->1052644->1052643,32682850
0-1;0-3;2-3;2-4;4-5;5-6,1052624->1052574->1052592->1052591->1052644->1052629,2877019
0-1;0-3;2-3;2-4;4-5;5-6,1052574->1052624->1052652->1052651->1052646->1052572,1877965256
