0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052575->1052578->1052576->1052577->1052579->1052573->1052586->1052656,7521
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052629->1052649->1052643->1052650->1052651->1052655->1052624->1052583,2787281
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052643->1052649->1052650->1052584->1052629->1052655->1052624->1052587,587549
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052649->1052646->1052650->1052648->1052584->1052644->1052652->1052581,1408188
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052650->1052648->1052649->1052646->1052652->1052644->1052655->1052574,1257068
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052644->1052649->1052629->1052631->1052643->1052655->1052624->1052582,156252
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052644->1052652->1052643->1052642->1052648->1052655->1052624->1052584,4362938
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052650->1052646->1052644->1052649->1052651->1052652->1052581->1052587,347738588
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052649->1052643->1052645->1052650->1052629->1052651->1052644->1052648,27975374
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052632->1052631->1052627->1052634->1052629->1052628->1052646->1052572,10022
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052629->1052644->1052653->1052650->1052646->1052655->1052624->1052595,361895
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052642->1052650->1052629->1052584->1052646->1052652->1052595->1052637,311367
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052577->1052578->1052574->1052579->1052575->1052573->1052581->1052584,69665
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052579->1052575->1052577->1052574->1052576->1052573->1052581->1052587,105531
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052648->1052643->1052654->1052584->1052644->1052655->1052624->1052587,2971427
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052649->1052629->1052644->1052648->1052650->1052651->1052642->1052656,70936786
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052599->1052584->1052587->1052622->1052581->1052608->1052651->1052649,293904
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052649->1052648->1052629->1052643->1052650->1052644->1052586->1052657,50603
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052655->1052584->1052646->1052645->1052629->1052644->1052642->1052600,2008819
0-1;0-2;0-3;0-4;0-5;0-6;6-7;7-8,1052648->1052643->1052646->1052584->1052651->1052644->1052642->1052656,51701891
