0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052643->1052645->1052644->1052651->1052655->1052624->1052574,132834048
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052576->1052578->1052575->1052573->1052581->1052587->1052584,1308405
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052579->1052576->1052577->1052573->1052581->1052587->1052584,105531
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052574->1052576->1052575->1052573->1052591->1052647->1052650,744
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052584->1052649->1052646->1052644->1052652->1052586->1052585,78344
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052644->1052649->1052629->1052652->1052595->1052637->1052638,14674434
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052640->1052639->1052637->1052638->1052642->1052656->1052657,48220
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052577->1052574->1052575->1052573->1052591->1052646->1052653,128
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052577->1052574->1052575->1052573->1052586->1052657->1052656,9097
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052643->1052629->1052648->1052644->1052642->1052657->1052656,2273350
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052645->1052629->1052643->1052655->1052624->1052582->1052581,220702
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052576->1052580->1052578->1052573->1052593->1052649->1052650,1345
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052584->1052629->1052646->1052644->1052651->1052650->1052652,47526287
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052640->1052639->1052637->1052638->1052644->1052646->1052645,247816
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052643->1052652->1052654->1052644->1052651->1052648->1052629,15420316
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052575->1052576->1052574->1052573->1052595->1052640->1052637,378241
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052654->1052644->1052649->1052655->1052624->1052598->1052602,74561
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052644->1052584->1052646->1052652->1052586->1052600->1052656,387254
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052649->1052645->1052643->1052651->1052644->1052584->1052650,52926862
0-1;0-2;0-3;0-4;4-5;5-6;5-7,1052652->1052586->1052648->1052651->1052642->1052600->1052656,169238
