0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052624->1052652->1052646->1052572->1052647->1052649->1052644->1052650,1690517768670
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052637->1052611->1052613->1052572->1052578->1052575->1052574->1052573,67175021788
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052637->1052632->1052627->1052578->1052647->1052642->1052584->1052643,4441833200152
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052624->1052652->1052646->1052572->1052578->1052576->1052573->1052579,232641814407
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052574->1052612->1052613->1052572->1052578->1052573->1052575->1052577,441046624
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052574->1052612->1052613->1052572->1052578->1052575->1052573->1052577,441046624
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052573->1052652->1052651->1052649->1052650->1052644->1052629->1052643,14596870453
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052651->1052644->1052642->1052656->1052588->1052583->1052587->1052581,430101966
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052638->1052651->1052655->1052574->1052592->1052586->1052591->1052615,878434
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052593->1052651->1052655->1052624->1052652->1052643->1052649->1052629,36819133
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052637->1052592->1052591->1052651->1052644->1052643->1052645->1052629,170447782
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052638->1052651->1052646->1052572->1052578->1052575->1052574->1052579,15351304032
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052638->1052644->1052646->1052572->1052647->1052629->1052645->1052652,1157197798
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052578->1052647->1052651->1052646->1052613->1052581->1052584->1052582,274361640786
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052574->1052594->1052593->1052649->1052621->1052584->1052582->1052589,8091
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052624->1052652->1052651->1052650->1052621->1052586->1052613->1052585,29084349
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052624->1052652->1052655->1052574->1052592->1052590->1052585->1052582,10815755
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052637->1052632->1052627->1052573->1052652->1052629->1052650->1052647,402878824
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052637->1052576->1052573->1052588->1052620->1052587->1052598->1052582,27908621
0-2;1-2;1-3;3-5;4-5;4-6;4-7;4-8,1052640->1052609->1052608->1052644->1052651->1052629->1052652->1052584,19575
