0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052644->1052652->1052643->1052655->1052624->1052602->1052648,552425
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052574->1052576->1052579->1052573->1052595->1052638->1052584,274061
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052629->1052584->1052643->1052655->1052624->1052586->1052657,33078
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052584->1052654->1052643->1052644->1052651->1052642->1052657,50542163
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052643->1052644->1052584->1052651->1052655->1052624->1052581,612830123
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052644->1052643->1052629->1052652->1052595->1052638->1052584,26821996
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052652->1052646->1052643->1052644->1052655->1052624->1052586,732302
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052576->1052578->1052575->1052573->1052602->1052644->1052646,373962
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052580->1052574->1052578->1052573->1052608->1052646->1052572,8167
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052649->1052584->1052650->1052644->1052655->1052624->1052582,6084145
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052652->1052643->1052629->1052655->1052624->1052586->1052600,31246
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052648->1052649->1052584->1052644->1052655->1052624->1052587,16329782
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052584->1052643->1052648->1052655->1052624->1052591->1052646,2369
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052629->1052584->1052643->1052644->1052655->1052624->1052581,19550294
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052645->1052650->1052629->1052651->1052652->1052581->1052584,4591222
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052650->1052644->1052648->1052655->1052624->1052595->1052640,7668326
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052598->1052596->1052581->1052602->1052651->1052644->1052629,4115483
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052639->1052640->1052637->1052638->1052651->1052644->1052647,9221587
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052574->1052575->1052576->1052573->1052595->1052638->1052646,218865
0-1;0-2;0-3;0-4;4-5;5-6;6-7,1052629->1052650->1052647->1052655->1052624->1052581->1052584,47538
