0-1;0-2;0-3;0-4;0-5;0-6,1052645->1052629->1052643->1052644->1052648->1052646,358589
0-1;0-2;0-3;0-4;0-5;0-6,1052643->1052649->1052648->1052646->1052584->1052654,3103
0-1;0-2;0-3;0-4;0-5;0-6,1052584->1052643->1052647->1052648->1052629->1052644,323716
0-1;0-2;0-3;0-4;0-5;0-6,1052644->1052584->1052650->1052643->1052629->1052647,455047
0-1;0-2;0-3;0-4;0-5;0-6,1052646->1052629->1052650->1052644->1052643->1052649,833740
0-1;0-2;0-3;0-4;0-5;0-6,1052648->1052654->1052584->1052650->1052644->1052649,257767
0-1;0-2;0-3;0-4;0-5;0-6,1052643->1052629->1052584->1052642->1052649->1052651,4897589
0-1;0-2;0-3;0-4;0-5;0-6,1052647->1052584->1052645->1052629->1052644->1052650,277259
0-1;0-2;0-3;0-4;0-5;0-6,1052629->1052650->1052649->1052584->1052645->1052643,41957
0-1;0-2;0-3;0-4;0-5;0-6,1052653->1052584->1052629->1052648->1052644->1052643,82960
0-1;0-2;0-3;0-4;0-5;0-6,1052644->1052643->1052652->1052629->1052651->1052584,167849271
0-1;0-2;0-3;0-4;0-5;0-6,1052629->1052650->1052649->1052648->1052645->1052584,20986
0-1;0-2;0-3;0-4;0-5;0-6,1052644->1052645->1052629->1052584->1052650->1052654,283955
0-1;0-2;0-3;0-4;0-5;0-6,1052629->1052651->1052643->1052584->1052654->1052646,367422
0-1;0-2;0-3;0-4;0-5;0-6,1052584->1052652->1052650->1052629->1052644->1052651,116223153
0-1;0-2;0-3;0-4;0-5;0-6,1052643->1052648->1052645->1052584->1052644->1052646,441119
0-1;0-2;0-3;0-4;0-5;0-6,1052643->1052649->1052648->1052646->1052644->1052584,516741
0-1;0-2;0-3;0-4;0-5;0-6,1052645->1052650->1052644->1052649->1052643->1052648,693127
0-1;0-2;0-3;0-4;0-5;0-6,1052643->1052644->1052650->1052648->1052649->1052645,693127
0-1;0-2;0-3;0-4;0-5;0-6,1052645->1052649->1052584->1052651->1052643->1052646,844639
