0-1;0-2;0-3;3-4;4-5;5-6,1052582->1052581->1052595->1052638->1052651->1052644,517748467
0-1;0-2;0-3;3-4;4-5;5-6,1052616->1052581->1052595->1052638->1052644->1052653,20376
0-1;0-2;0-3;3-4;4-5;5-6,1052575->1052578->1052573->1052595->1052638->1052644,35993353
0-1;0-2;0-3;3-4;4-5;5-6,1052637->1052639->1052638->1052652->1052581->1052584,120344
0-1;0-2;0-3;3-4;4-5;5-6,1052643->1052584->1052644->1052651->1052652->1052589,53323848
0-1;0-2;0-3;3-4;4-5;5-6,1052623->1052574->1052624->1052595->1052638->1052645,182630
0-1;0-2;0-3;3-4;4-5;5-6,1052637->1052641->1052638->1052651->1052644->1052649,7568449
0-1;0-2;0-3;3-4;4-5;5-6,1052579->1052574->1052573->1052595->1052638->1052584,274061
0-1;0-2;0-3;3-4;4-5;5-6,1052626->1052634->1052627->1052573->1052586->1052657,33236
0-1;0-2;0-3;3-4;4-5;5-6,1052623->1052574->1052624->1052595->1052638->1052650,202659
0-1;0-2;0-3;3-4;4-5;5-6,1052574->1052623->1052624->1052595->1052638->1052651,13267862
0-1;0-2;0-3;3-4;4-5;5-6,1052648->1052584->1052651->1052655->1052624->1052581,9385804
0-1;0-2;0-3;3-4;4-5;5-6,1052576->1052575->1052573->1052595->1052638->1052629,485962
0-1;0-2;0-3;3-4;4-5;5-6,1052608->1052597->1052593->1052652->1052581->1052587,9961
0-1;0-2;0-3;3-4;4-5;5-6,1052641->1052640->1052638->1052644->1052655->1052624,418420
0-1;0-2;0-3;3-4;4-5;5-6,1052647->1052643->1052655->1052624->1052586->1052656,6213
0-1;0-2;0-3;3-4;4-5;5-6,1052640->1052637->1052638->1052651->1052655->1052624,7040949
0-1;0-2;0-3;3-4;4-5;5-6,1052637->1052639->1052638->1052651->1052646->1052572,806475
0-1;0-2;0-3;3-4;4-5;5-6,1052640->1052637->1052638->1052651->1052646->1052572,1888786
0-1;0-2;0-3;3-4;4-5;5-6,1052637->1052641->1052638->1052651->1052646->1052572,132206
