0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052650->1052649->1052644->1052642->1052586->1052657,459462053
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052649->1052650->1052655->1052624->1052573->1052583,13081196
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052646->1052572->1052647->1052651->1052644->1052628->1052649,676255312
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052624->1052586->1052642->1052651->1052652->1052573->1052581,397686985
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052651->1052644->1052655->1052624->1052652->1052608,14713832951
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052650->1052649->1052644->1052646->1052613->1052572,1052739990
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052646->1052572->1052578->1052573->1052586->1052642->1052656,4378444200
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052624->1052612->1052594->1052608->1052651->1052644->1052584,23996021
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052655->1052574->1052641->1052638->1052644->1052651->1052642,2547015183
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052649->1052650->1052655->1052624->1052652->1052581,13382913720
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052650->1052649->1052655->1052624->1052652->1052581,13381681631
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052650->1052649->1052652->1052586->1052642->1052600,32034103
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052655->1052574->1052641->1052638->1052644->1052651->1052649,1183348435
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052649->1052650->1052655->1052624->1052652->1052585,165842326
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052650->1052649->1052655->1052624->1052652->1052586,271342012
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052655->1052574->1052592->1052595->1052638->1052644->1052629,12177467
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052644->1052651->1052655->1052624->1052652->1052595,1036956266510
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052651->1052644->1052655->1052624->1052573->1052582,1123125657
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052624->1052596->1052618->1052602->1052646->1052613->1052572,126105
0-1;1-3;2-3;2-4;4-6;5-6;6-7,1052638->1052644->1052651->1052655->1052624->1052573->1052583,708977295
